Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
3600	-55.02675	-98.74702	43.72027	0.0107559	0.0124282	0.00412233	0.0134586	0.01655	0.00931534	0.00142972	0.0244631	0.0112325	0.0261867	0.00107828	0.00590305	0.0149368	0.0205366	0.0100811	0.0268714	0.0103436	0.0128548	0.0117929	0.00830693	0.029051	0.0535349	0.0150279	0.00741587	0.0232872	0.0098478	0.0100076	0.0181878	0.0192873	0.00867789	0.00873767	0.0256541	0.00340079	0.013788	0.00622847	0.0833151	0.0587487	0.756022	0.101914	0.4056672	0.0332177	0.289923	0.710077	0.966782	0.340886	0.591633	0.848955	1.17792	1.69024	2.93353	0.7781713	0.021308	0.024621	0.00816655	0.0266623	0.0327864	0.0184542	0.00283236	0.0484626	0.0222522	0.0518773	0.00213612	0.0116942	0.0295907	0.040684	0.0199711	0.0532337	0.0204912	0.025466	0.0233623	0.0164565	0.0575516	0.106055	0.029771	0.0146912	0.0461332	0.019509	0.0198257	0.036031	0.0382092	0.0171914	0.0173098	0.0508222	0.00673715	0.0273147	0.0123389	0.504782	1.811742	0.19818	0.41029	0.58971	0.80182
3636	-58.26675	-99.82616	41.55941	0.000485051	0.0283989	0.00375738	0.022236	0.0121	0.0074378	0.0210635	0.0157228	0.00343495	0.0394746	0.0299884	0.00417801	0.0217828	0.064243	0.0112511	0.0059069	0.021561	0.00942661	0.00850348	0.00317464	0.00537298	0.000802377	0.00301796	0.0166605	0.011874	0.0604681	0.0264599	0.000903588	0.0127998	0.0117584	0.0271432	0.0618362	0.0434802	0.00814374	0.0304259	0.166887	0.579948	0.158993	0.0941725	7.612422	0.340976	0.457866	0.542133	0.659024	0.9466	0.97359	0.991685	1.00838	1.02713	1.05641	0.03968115	0.000740226	0.043339	0.00573406	0.0339338	0.0184655	0.0113507	0.0321446	0.0239942	0.00524201	0.0602414	0.0457647	0.00637597	0.0332423	0.0980399	0.0171701	0.00901441	0.0329037	0.0143858	0.012977	0.00484476	0.00819959	0.00122449	0.00460564	0.0254253	0.0181206	0.0922792	0.0403799	0.00137895	0.0195335	0.0179443	0.0414227	0.094367	0.0663543	0.012428	0.0464324	0.6552737	0.4703711	0.0446138	0.306878	0.693122	0.955386
3672	-52.25456	-94.76017	42.50562	0.00510511	0.036698	0.0240793	0.021071	0.00504409	0.0120895	0.0133515	0.0131049	0.00181522	0.0874931	0.00890338	0.00268347	0.00684524	0.0164641	0.00851027	0.00260399	0.0571162	0.0265291	0.00247692	0.0259234	0.020761	0.00204945	0.0218184	0.00897979	0.0873529	0.0344742	0.00484492	0.00220437	0.00342918	0.0442739	0.0347208	0.086639	0.0695802	0.0126316	0.00494251	0.294942	0.298463	0.356542	0.0500527	1.207034	0.148184	0.387633	0.612367	0.851816	0.908967	0.954517	0.985582	1.01463	1.04765	1.10015	0.06901434	0.00625158	0.0449395	0.0294869	0.025803	0.00617686	0.0148045	0.0163499	0.016048	0.00222287	0.107142	0.0109028	0.00328611	0.00838251	0.0201615	0.0104215	0.00318878	0.0699431	0.0324869	0.00303317	0.0317452	0.0254234	0.00250971	0.0267183	0.0109964	0.10697	0.0422162	0.00593297	0.00269942	0.00419929	0.0542166	0.0425182	0.106096	0.0852062	0.0154684	0.00605247	0.8166104	3.273137	0.265104	0.43469	0.56531	0.734896
3708	-55.35279	-98.12543	42.77264	0.00232635	0.0121059	0.00504171	0.00564611	0.00215656	0.00274669	0.00488075	0.0054236	0.00194974	0.00971233	0.0193354	0.000940443	0.00560884	0.0241542	0.00146674	0.0071598	0.0314492	0.0143169	0.0040109	0.0134304	0.00974538	0.00948785	0.00754904	0.00108896	0.016941	0.0237761	0.0226423	0.00276584	0.00176629	0.0166728	0.0168261	0.0175822	0.0325372	0.00366806	0.00515048	0.0118892	0.442964	0.198916	0.346232	1.063558	0.132545	0.379304	0.620696	0.867454	0.418347	0.653766	0.875821	1.14179	1.5296	2.39036	0.6301134	0.00642527	0.033436	0.013925	0.0155943	0.00595632	0.00758624	0.0134804	0.0149797	0.0053851	0.026825	0.0534036	0.00259746	0.0154914	0.0667129	0.00405106	0.019775	0.0868612	0.0395428	0.0110779	0.0370941	0.0269163	0.026205	0.0208501	0.00300766	0.0467904	0.0656686	0.0625371	0.00763913	0.00487841	0.0460494	0.046473	0.0485612	0.0898664	0.010131	0.0142254	0.3620623	2.323728	0.227519	0.421614	0.578386	0.772481
3744	-55.3644	-100.1616	44.79723	0.0531574	0.0520462	0.0129627	0.00382748	0.0241437	0.00265308	0.00364415	0.00117188	0.0102697	0.0348041	0.00638293	0.00679632	0.00876157	0.114292	0.00259944	0.00805599	0.0147255	0.0803707	0.0108592	0.00351677	0.0169131	0.0468657	0.0442354	0.00287111	0.049495	0.10059	0.0229895	0.045824	0.00225901	0.0167012	0.0385823	0.0583872	0.0542084	0.0164396	0.00697023	0.194675	0.38152	0.294308	0.129497	0.8051376	0.0991564	0.358461	0.641538	0.900844	0.58379	0.769135	0.921372	1.08534	1.30016	1.71294	0.3891655	0.0543324	0.0531967	0.0132493	0.00391208	0.0246774	0.00271172	0.0037247	0.00119778	0.0104968	0.0355734	0.00652403	0.00694655	0.00895525	0.116818	0.0026569	0.00823407	0.015051	0.0821473	0.0110992	0.00359451	0.0172869	0.0479017	0.0452132	0.00293458	0.0505891	0.102814	0.0234977	0.046837	0.00230895	0.0170704	0.0394352	0.0596779	0.0554067	0.016803	0.00712431	0.9783728	0.1874334	0.00304465	0.189848	0.810152	0.996955
3780	-50.83704	-94.52993	43.69289	0.0123436	0.014943	0.0154698	0.0645176	0.0270163	0.0107192	0.000452405	0.00581308	0.0367958	0.0359332	0.0168616	0.0462506	0.00359057	0.0479169	0.0370286	0.0158206	0.00168569	0.0123026	0.0167774	0.00206022	0.0235762	0.0127091	0.00830591	0.000637178	0.0151623	0.132226	0.0491131	0.0120062	0.00721773	0.0479163	0.00443367	0.0844515	0.0436561	0.00968394	0.00845049	0.367092	0.312515	0.19299	0.127403	0.389653	0.0304401	0.285118	0.714882	0.96956	0.537529	0.738782	0.90987	1.09906	1.35358	1.86037	0.4488616	0.0139658	0.0169068	0.0175028	0.0729965	0.0305668	0.012128	0.00051186	0.00657704	0.0416315	0.0406556	0.0190776	0.0523289	0.00406245	0.0542141	0.0418949	0.0178998	0.00190723	0.0139194	0.0189823	0.00233098	0.0266746	0.0143794	0.00939748	0.000720917	0.017155	0.149603	0.0555676	0.0135841	0.0081663	0.0542136	0.00501635	0.0955503	0.0493935	0.0109566	0.00956106	0.8838441	2.036262	0.212132	0.415819	0.584181	0.787868
3816	-62.91181	-106.9494	44.03764	0.00917758	0.0457106	0.0195099	0.106105	0.00191637	0.061031	0.0326466	0.0287999	0.0168313	0.0209739	0.0547488	0.0335	0.0733551	0.0408378	0.0387063	0.0477018	0.00538459	0.0117656	0.0285787	0.00605914	0.0456322	0.017593	0.0449104	0.0307762	0.0715615	0.0731399	0.0375294	0.0333726	0.0464826	0.107374	0.0332734	0.156451	0.030239	0.0122619	0.00910635	0.0421913	0.244029	0.509893	0.203886	1.35373	0.16242	0.394627	0.605373	0.83758	0.942733	0.971649	0.991067	1.00901	1.02918	1.06075	0.04264058	0.00640425	0.0318976	0.0136143	0.0740419	0.00133727	0.0425883	0.0227813	0.020097	0.0117452	0.0146359	0.0382046	0.0233768	0.0511883	0.0284972	0.0270098	0.0332871	0.00375745	0.00821025	0.0199427	0.00422816	0.0318428	0.0122766	0.0313392	0.0214761	0.0499367	0.0510381	0.0261886	0.0232879	0.0324363	0.0749275	0.0232187	0.109174	0.0211012	0.00855656	0.00635455	1.433044	0.3952207	0.0314024	0.286819	0.713181	0.968597
3852	-55.32692	-95.49768	40.17076	0.00017891	0.00364415	0.00140955	0.00373488	0.00723349	0.000724351	2.49769e-05	0.00110049	0.000328193	0.00207835	0.00148287	0.00410037	6.97766e-05	0.00635243	0.00203039	0.00145088	0.0015042	0.000211952	0.000125258	0.000555609	0.000905479	0.00535795	0.00421605	0.00044457	0.000300992	0.000272299	0.00215591	0.00106749	0.000251065	0.000475761	0.00698074	0.00377528	0.00159125	0.00199492	0.00120323	0.190823	0.608026	0.185	0.0161517	0.4151232	0.0348701	0.292636	0.707364	0.96513	0.0491438	0.230052	0.632268	1.58161	4.34685	20.3485	2.178611	0.00258041	0.0525592	0.0203298	0.0538678	0.104328	0.0104473	0.000360239	0.0158723	0.00473351	0.0299758	0.0213873	0.0591394	0.00100638	0.0916206	0.0292842	0.020926	0.021695	0.00305696	0.00180659	0.00801351	0.0130597	0.0772774	0.0608077	0.006412	0.00434118	0.00392734	0.0310945	0.0153964	0.00362109	0.00686186	0.100683	0.0544506	0.0229505	0.0287726	0.0173541	0.06933407	3.368577	0.268088	0.435673	0.564327	0.731913
3888	-62.88629	-99.44575	36.55946	0.0332574	0.0681447	0.0543073	0.00511078	0.0143058	0.027354	0.0169077	0.0428882	0.0307542	0.0279213	0.0145222	0.0288308	0.00433423	0.052682	0.0147838	0.000905397	0.00824215	0.0281512	0.00705153	0.000582276	0.0421403	0.0830896	0.00557995	0.0165087	0.0576864	0.00338955	0.0117728	0.0037807	0.00197311	0.0817372	0.011362	0.00823889	0.0590338	0.0163792	0.0188742	0.626291	0.246088	0.0408714	0.0867493	8.371775	0.348028	0.459867	0.540133	0.651971	0.858885	0.928496	0.97712	1.02342	1.07701	1.1643	0.1099936	0.0368469	0.0754997	0.0601688	0.00566239	0.0158498	0.0303063	0.0187326	0.0475172	0.0340735	0.0309348	0.0160896	0.0319426	0.00480203	0.0583681	0.0163794	0.00100312	0.00913173	0.0311896	0.00781261	0.000645122	0.0466886	0.0920575	0.0061822	0.0182905	0.0639126	0.00375538	0.0130435	0.00418876	0.00218607	0.0905592	0.0125883	0.00912812	0.0654053	0.018147	0.0209113	0.9025833	9.079002	0.353819	0.461498	0.538503	0.646181
3924	-59.44108	-102.3896	42.94849	0.00891018	0.0326999	0.0276249	0.0546652	0.0107156	0.0149267	0.00755072	0.0353763	0.000640735	0.0221747	0.00598397	0.00386119	0.00422732	0.0270693	0.023093	0.0013102	0.00766665	0.0517818	0.0531952	0.00522744	0.0177321	0.0428332	0.0316774	0.00335421	0.00166013	0.0167917	0.0149849	0.00774234	0.00340285	0.0342298	0.0149687	0.0134202	0.119733	0.0111771	0.0190966	0.335615	0.262487	0.383462	0.0184369	0.9905575	0.123844	0.374323	0.625678	0.876156	0.616067	0.789589	0.928947	1.07649	1.26648	1.6232	0.3502541	0.0118564	0.0435125	0.0367594	0.0727409	0.0142588	0.0198625	0.0100475	0.0470739	0.000852603	0.0295071	0.00796264	0.00513794	0.00562514	0.0360201	0.030729	0.00174343	0.0102017	0.0689041	0.0707849	0.00695597	0.0235955	0.0569965	0.0421519	0.00446332	0.00220908	0.0223441	0.0199399	0.0103024	0.00452804	0.0455484	0.0199183	0.0178578	0.159324	0.0148729	0.0254111	0.7515051	2.512198	0.236387	0.424827	0.575173	0.763613
3960	-54.51929	-95.97661	41.45732	0.00177627	0.00492122	0.00210261	0.00119085	0.0117994	0.00644137	0.00868952	0.00584893	0.00381899	0.0037117	0.000243488	0.00413485	0.00820048	0.000859002	0.00670999	0.00425903	0.0133547	0.0142586	0.013082	0.000974957	0.00183361	0.0198986	0.0099452	0.0132732	0.000271993	0.00284918	0.0140789	0.00194824	0.000872309	0.0202794	0.0100632	0.0168028	0.0185448	0.00779675	0.00459208	0.373276	0.299934	0.326265	0.00052529	1.941364	0.206468	0.413608	0.586392	0.793532	0.326596	0.579405	0.843441	1.18562	1.72591	3.06189	0.8091364	0.00684688	0.0189695	0.00810479	0.0045903	0.0454825	0.0248291	0.0334949	0.0225455	0.0147208	0.0143072	0.000938557	0.0159383	0.0316098	0.00331114	0.0258645	0.016417	0.0514773	0.0549618	0.0504264	0.0037581	0.00706788	0.0767017	0.0383351	0.0511634	0.00104843	0.0109825	0.0542689	0.00750976	0.00336243	0.0781694	0.0387898	0.0647685	0.0714835	0.0300536	0.0177008	0.2594283	2.697612	0.24433	0.427634	0.572366	0.75567
3996	-58.72676	-101.0108	42.28406	0.00988886	0.0211494	0.0225418	0.0428359	0.0925161	0.0200706	0.0094618	0.0338987	0.0130248	0.00960716	0.0265141	0.0109609	0.0040077	0.0947854	0.00952772	0.0120114	0.00377306	0.00484704	0.00169218	0.0331339	0.00667362	0.0134579	0.0587175	0.0103878	0.00280129	0.0153239	0.00876225	0.0688416	0.010071	0.0122147	0.0492436	0.0238027	1.5083e-05	0.0277442	0.0294323	0.222277	0.076439	0.291997	0.409287	2.505714	0.236096	0.424723	0.575277	0.763904	0.500375	0.71342	0.900008	1.1111	1.4017	1.9985	0.5006515	0.0121524	0.0259904	0.0277015	0.0526409	0.113693	0.0246646	0.0116276	0.0416581	0.0160062	0.0118062	0.0325831	0.0134699	0.00492505	0.116482	0.0117086	0.0147608	0.0046367	0.00595651	0.00207951	0.0407181	0.00820119	0.0165384	0.0721577	0.0127656	0.0034425	0.0188314	0.0107679	0.0845992	0.0123762	0.0150106	0.0605153	0.0292511	1.85354e-05	0.0340947	0.0361692	0.813738	1.498799	0.175019	0.400425	0.599575	0.824981
4032	-64.14053	-108.0545	43.91399	0.00856699	0.00151743	0.00477556	0.00576945	0.0240688	0.00246277	0.0486657	0.0104008	0.000594925	0.016533	0.00131512	0.0393597	0.0218821	0.0281531	0.00109349	0.00645527	0.0376615	0.00837052	0.0295173	0.00680173	0.00231575	0.019734	0.00526622	0.0151264	0.0587765	0.00593311	0.0466324	0.000334736	0.00961812	0.00440605	0.0228735	0.0998837	0.057726	0.0375292	0.0626728	0.0525941	0.494187	0.452365	0.000853387	1.194126	0.146851	0.386951	0.613049	0.853149	0.412902	0.649602	0.874076	1.14406	1.5394	2.42188	0.6395876	0.0113803	0.00201574	0.00634378	0.00766405	0.0319726	0.00327151	0.0646468	0.0138162	0.00079029	0.0219622	0.00174699	0.0522849	0.0290679	0.0373982	0.00145258	0.00857509	0.050029	0.0111193	0.0392103	0.00903532	0.00307621	0.0262144	0.00699556	0.0200937	0.0780779	0.00788146	0.0619458	0.000444659	0.0127766	0.00585293	0.0303848	0.132684	0.0766824	0.0498532	0.0832536	0.7527937	0.7806575	0.0955974	0.355918	0.644082	0.904402
4068	-63.38212	-108.0041	44.622	0.00512782	0.0336032	0.03593	0.0110313	0.0173382	0.000256924	0.00513651	0.013669	0.0017452	0.0154292	0.00266781	0.00244818	0.00797329	0.012059	0.00337901	0.00461937	0.0144377	0.0130216	0.0141966	0.00151402	0.00273959	0.0355254	2.06528e-05	0.0251062	0.0100152	0.0197593	0.0237847	0.000444729	0.0485179	0.0659497	0.0152233	0.0320752	0.0114431	0.0622654	0.0127024	0.368212	0.117788	0.131771	0.382228	0.9653015	0.120706	0.372457	0.627543	0.879294	0.842912	0.920034	0.974333	1.02634	1.08692	1.18636	0.1235671	0.00882348	0.0578212	0.0618251	0.0189816	0.0298339	0.000442092	0.00883843	0.0235203	0.00300298	0.0265492	0.00459052	0.0042126	0.0137197	0.02075	0.00581429	0.00794858	0.0248431	0.0224064	0.0244281	0.00260519	0.00471403	0.0611289	3.55374e-05	0.0432004	0.0172332	0.0339999	0.0409264	0.000765248	0.0834852	0.11348	0.0261948	0.055192	0.0196903	0.10714	0.021857	0.5811566	0.89233	0.111252	0.366588	0.633412	0.888748
4104	-55.05221	-93.62873	38.57652	0.0228214	0.0102244	0.003226	0.00919073	0.0390905	0.00427473	0.00157456	0.00599411	0.000918039	0.00416175	0.00383509	0.00744118	0.000402846	0.0142397	0.00682613	0.00107525	0.0114927	0.00994917	0.00181612	0.0104616	0.000933828	0.00550502	0.00016226	0.0209839	0.0078562	0.021256	0.00995638	0.00113698	0.0419027	0.0640484	0.0142946	0.0225637	0.00914073	0.0148978	0.0246581	0.0310932	0.237776	0.136393	0.594739	5.632898	0.31669	0.450804	0.549195	0.68331	0.779865	0.885804	0.962876	1.03856	1.12892	1.28227	0.1797797	0.0532822	0.0238713	0.00753187	0.021458	0.0912664	0.0099804	0.00367619	0.0139947	0.00214339	0.00971662	0.00895396	0.0173732	0.000940543	0.0332461	0.0159373	0.00251044	0.0268324	0.0232288	0.00424017	0.0244251	0.00218025	0.0128528	0.000378836	0.048992	0.0183422	0.0496274	0.0232456	0.00265455	0.0978319	0.149537	0.0333742	0.0526804	0.0213413	0.0347825	0.0575704	0.4283126	6.210749	0.324897	0.453222	0.546778	0.675103
4140	-52.19902	-95.06049	42.86147	0.00241481	0.0144941	0.000488211	0.00284417	0.02609	0.016533	0.00340383	0.00568283	0.00218726	0.0133267	0.021295	0.00225363	0.000827431	0.0482711	0.00118017	0.00198453	3.06792e-05	0.00746527	0.00852712	0.000731102	0.00174222	0.00362309	0.00315293	0.00672291	0.00277185	0.0241194	0.00954801	0.0184787	0.00252544	0.025258	0.00390262	0.0207626	0.00400289	0.0163592	0.0103749	0.322276	0.178234	0.288659	0.210832	1.568756	0.180636	0.402905	0.597095	0.819364	0.273061	0.530961	0.820776	1.21836	1.88338	3.66218	0.9385862	0.00724351	0.0434766	0.00146445	0.00853143	0.0782599	0.0495927	0.0102102	0.0170463	0.00656094	0.0399749	0.063877	0.00676003	0.00248198	0.144795	0.00354006	0.00595282	9.2026e-05	0.022393	0.0255781	0.00219303	0.00522601	0.0108679	0.00945758	0.0201662	0.00831449	0.0723491	0.0286404	0.0554291	0.00757537	0.0757645	0.0117064	0.0622798	0.0120071	0.0490713	0.0311207	0.3333757	1.224628	0.149979	0.388544	0.611456	0.850021
4176	-58.85386	-100.9448	42.0909	0.000601656	0.022732	0.00732341	0.00331242	0.00919946	0.000897666	0.00883718	0.00857064	0.0033266	0.000235705	0.00382306	0.00507708	0.000574945	0.0225597	0.00402331	0.000896614	0.00148194	0.00384638	0.0111709	0.000493482	0.0107119	0.0416241	0.0101267	0.0432539	0.00397489	0.00918237	0.0170813	0.0125715	0.0136875	0.0539317	0.00187124	0.0301608	0.0109422	0.00809631	0.0118526	0.0274321	0.570331	0.155639	0.246598	0.2327023	0.00711091	0.21856	0.781439	0.992889	0.315993	0.570153	0.839216	1.19159	1.75392	3.16463	0.8330014	0.0015115	0.0571079	0.0183981	0.00832155	0.0231111	0.00225514	0.022201	0.0215314	0.00835716	0.000592144	0.00960439	0.0127548	0.00144439	0.0566751	0.0101075	0.0022525	0.00372298	0.00966299	0.0280639	0.00123974	0.0269107	0.104569	0.0254405	0.108664	0.00998584	0.0230682	0.0429121	0.0315825	0.0343861	0.135489	0.00470097	0.0757708	0.0274893	0.0203398	0.0297765	0.3980532	4.56411	0.297901	0.445133	0.554867	0.702099
4212	-56.80012	-94.77268	37.97256	0.0359404	0.0156629	0.0259932	0.0178438	0.00542816	0.000767324	0.000996124	0.00187844	0.0268827	5.46052e-05	0.00942833	0.000186648	0.00905158	0.0558653	0.00163702	0.00198814	0.0021639	0.020362	0.0319863	0.0121705	0.0121685	0.01269	0.0171492	0.0418311	0.00710488	0.0271486	0.0348153	0.084979	7.51155e-06	0.0346722	0.00625169	0.00672027	0.0117158	0.0143303	0.00808342	0.522349	0.411028	0.00863979	0.0579831	6.765365	0.331821	0.455237	0.544764	0.668178	0.869624	0.93414	0.978969	1.02148	1.0705	1.14992	0.1010089	0.0603073	0.026282	0.0436161	0.0299415	0.00910834	0.00128755	0.00167147	0.00315197	0.0451086	9.16263e-05	0.0158205	0.000313191	0.0151884	0.0937408	0.00274688	0.00333605	0.00363098	0.034167	0.0536723	0.0204218	0.0204186	0.0212935	0.0287759	0.0701916	0.0119218	0.0455547	0.0584193	0.142593	1.26042e-05	0.0581792	0.0104902	0.0112765	0.0196589	0.024046	0.0135638	0.5959553	6.912822	0.333529	0.45573	0.54427	0.666471
4248	-50.38458	-93.65564	43.27106	0.00125558	0.0178913	0.00631712	0.0303744	0.00442011	0.022288	0.00550074	0.0136098	0.0266023	0.00251123	0.005702	0.00356188	0.00669352	0.0765885	0.00430845	0.0264563	0.0239643	0.00507103	0.0193787	0.0118587	0.0172468	0.0348292	0.00305672	0.0186428	0.0032494	0.014338	0.0239359	0.0277264	0.00442065	0.0616816	0.00196181	0.0393834	0.0367264	0.0432438	0.0452	0.148593	0.595683	0.211476	0.0442485	1.367183	0.163646	0.395207	0.604793	0.836353	0.841739	0.919409	0.974127	1.02656	1.08765	1.18802	0.124574	0.00181968	0.0259296	0.00915529	0.0440211	0.00640598	0.0323016	0.00797212	0.0197244	0.0385542	0.00363949	0.00826381	0.00516217	0.0097008	0.110998	0.00624415	0.0383427	0.0347311	0.00734936	0.0280852	0.0171866	0.0249955	0.0504773	0.00443005	0.0270186	0.0047093	0.0207798	0.0346899	0.0401834	0.00640677	0.089394	0.00284321	0.0570777	0.0532269	0.0626725	0.0655075	0.6899968	1.926755	0.205567	0.413252	0.586748	0.794433
4284	-56.74063	-99.04797	42.30734	0.00126944	0.0120881	0.0471026	0.00813666	0.0140855	0.0042074	0.0435129	0.0230146	0.0154061	0.0204537	0.0253864	0.00149278	0.0452935	0.0352981	0.0117287	0.0165419	0.0080499	0.00582632	0.000425693	0.0104089	0.00507118	0.02256	0.0195649	0.00682929	0.0560438	0.00325016	0.0796348	0.00312253	0.0104332	0.0320504	0.00572559	0.0216767	0.00663948	0.00184886	0.00929865	0.0341359	0.187798	0.673168	0.104898	1.483913	0.173787	0.399873	0.600127	0.826213	0.350404	0.599633	0.852519	1.17299	1.66769	2.85385	0.7582591	0.00200391	0.0190821	0.0743555	0.0128444	0.0222351	0.00664174	0.0686889	0.0363304	0.0243198	0.0322879	0.0400746	0.00235649	0.0714996	0.055721	0.0185147	0.0261128	0.0127074	0.00919734	0.000671993	0.0164314	0.00800529	0.0356129	0.0308849	0.0107806	0.0884699	0.00513066	0.12571	0.00492918	0.0164696	0.0505942	0.00903833	0.0342185	0.010481	0.00291858	0.0146787	0.6334787	2.274409	0.22505	0.420704	0.579296	0.77495
4320	-53.02758	-98.14307	45.1155	0.00450235	0.00895043	0.0199773	0.0189646	0.0396672	0.0086104	0.00725107	0.0149178	0.000646109	0.00309107	0.0611773	0.0257107	0.00323717	0.086182	0.000283272	0.00423553	0.0067137	0.00696878	0.010824	0.00347683	0.000782801	0.0146768	0.00914908	0.0106166	0.0261064	0.0200814	0.0968355	0.0176094	0.0338611	0.012841	0.0148423	0.0448048	0.0259186	0.00871796	0.0291245	0.0414596	0.512219	0.135283	0.311038	0.6679558	0.0782708	0.342316	0.657684	0.921729	0.924924	0.962653	0.988196	1.01195	1.0388	1.08117	0.05643071	0.0064195	0.0127616	0.0284838	0.02704	0.0565578	0.0122768	0.0103387	0.0212699	0.000921228	0.00440728	0.0872272	0.0366586	0.00461559	0.122879	0.000403892	0.00603906	0.00957246	0.00993615	0.0154329	0.00495729	0.00111613	0.0209263	0.0130448	0.0151372	0.0372228	0.0286322	0.138069	0.0251077	0.0482795	0.0183089	0.0211623	0.0638831	0.036955	0.0124301	0.0415259	0.701356	0.08661043	2.34847e-05	0.103339	0.896661	0.999976
4356	-59.42258	-99.99127	40.56869	0.0183873	0.0340436	0.0108319	0.00340101	0.00321378	0.00384276	0.0192349	0.00110245	0.00296639	0.0137244	0.0104468	0.0109937	0.0455493	0.0190713	0.000512275	0.00890273	0.00387548	0.0103535	0.0584686	0.00655122	0.00115184	0.0254027	0.0138741	0.00836584	0.0803778	0.0158749	0.018246	0.0381049	0.0606686	0.0299125	0.017091	0.0290049	0.00794606	0.0194243	0.00426436	0.0345484	0.148733	0.780569	0.0361498	0.3558249	0.0246987	0.274009	0.725992	0.975301	0.784974	0.888629	0.963833	1.03752	1.12533	1.27393	0.1750588	0.0280643	0.0519605	0.0165326	0.00519093	0.00490517	0.00586517	0.0293581	0.00168266	0.00452758	0.0209474	0.0159449	0.0167795	0.0695214	0.0291083	0.000781881	0.0135882	0.00591511	0.0158024	0.0892401	0.00999906	0.00175804	0.0387719	0.0211759	0.0127687	0.12268	0.0242297	0.0278487	0.0581592	0.0925979	0.0456552	0.0260858	0.0442699	0.012128	0.0296472	0.00650866	0.6551831	10.9806	0.366613	0.465054	0.534946	0.633386
4392	-58.77694	-103.1672	44.39026	0.0112639	0.00872428	4.71222e-05	0.000201772	0.0459971	0.01672	0.00313062	0.0124165	0.0174247	0.0114135	0.00566518	0.00163102	0.00878738	0.0527883	0.00242119	0.00599992	0.00291272	0.00723817	0.033431	0.0201248	0.018376	0.00164641	0.00161124	0.011084	0.00981867	0.00993458	0.0110749	0.00265175	0.0135606	0.0156877	0.0183067	0.00137182	0.00985938	0.014759	0.0162704	0.356455	0.556185	0.0810447	0.00631595	1.040705	0.129879	0.377806	0.622194	0.870121	0.30656	0.561787	0.835355	1.1971	1.78003	3.26201	0.8549155	0.0265437	0.020559	0.000111045	0.000475483	0.108394	0.0394012	0.00737741	0.0292599	0.0410619	0.0268963	0.0133502	0.00384356	0.0207077	0.124397	0.00570561	0.014139	0.00686392	0.017057	0.0787811	0.0474249	0.0433037	0.00387982	0.00379693	0.0261198	0.023138	0.0234112	0.0260984	0.00624893	0.031956	0.0369687	0.0431403	0.00323274	0.023234	0.0347801	0.0383417	0.4243523	0.2831756	0.0134333	0.244691	0.755309	0.986567
