Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
1728	-55.81986	-100.9449	45.12501	0.0163599	0.00768087	0.0138503	0.011594	0.0102156	0.0405581	0.00129898	0.0175683	0.00185235	0.0296667	0.0206668	0.00159399	0.0450429	0.0481792	0.00920067	0.004873	0.00834785	0.0260652	0.00521563	0.0134216	0.074239	0.047498	0.0101978	0.0710927	0.00933014	0.0330828	0.0172219	0.005577	0.0523746	0.014485	0.00305468	0.0048094	0.0136683	0.0118384	0.0462043	0.0290075	0.320399	0.55917	0.091423	0.1695614	0.00193349	0.176905	0.823095	0.998067	0.744602	0.866038	0.956121	1.04589	1.15468	1.343	0.2132372	0.0218737	0.0102696	0.0185183	0.0155016	0.0136586	0.0542274	0.00173678	0.0234893	0.00247665	0.0396653	0.0276322	0.00213121	0.0602238	0.0644171	0.0123016	0.00651535	0.0111613	0.03485	0.00697346	0.0179451	0.0992598	0.0635063	0.0136348	0.0950531	0.0124747	0.0442327	0.0230262	0.00745662	0.0700265	0.0193669	0.0040842	0.00643032	0.0182749	0.0158283	0.0617765	0.7479261	0.8199203	0.10127	0.359938	0.640062	0.89873
1764	-52.5691	-95.14531	42.57621	0.00843605	0.0333795	0.00278596	0.00121723	0.0199049	0.0278085	0.00127677	0.0154248	0.00659436	0.0554578	0.0415908	0.00194691	0.023436	0.0216349	0.0136175	0.0389255	0.0209781	0.00777019	0.00782965	0.0310771	0.0595739	0.0119906	0.00724242	0.00117623	0.0293226	0.060762	0.0314686	0.00135732	0.0814556	0.0230489	0.00722832	0.00815047	0.0144505	0.0604202	0.0901095	0.0724327	0.422121	0.333528	0.171918	1.611177	0.18391	0.404324	0.595676	0.81609	0.877188	0.938093	0.98026	1.02014	1.06599	1.14001	0.09474683	0.00970944	0.038418	0.00320649	0.00140097	0.0229095	0.0320061	0.00146949	0.0177531	0.00758976	0.063829	0.0478688	0.00224079	0.0269736	0.0249006	0.0156731	0.0448012	0.0241446	0.00894308	0.00901151	0.0357681	0.0685665	0.0138006	0.00833564	0.00135378	0.0337488	0.0699338	0.0362187	0.00156221	0.0937511	0.0265281	0.00831941	0.00938076	0.0166318	0.0695404	0.103711	0.8688495	2.46628	0.234305	0.42408	0.57592	0.765695
1800	-51.98946	-95.11587	43.12641	0.0140724	0.0793326	0.00565547	0.00506394	0.00475461	0.00747481	0.0398843	0.0750135	0.0380109	0.0519234	0.0214167	0.0248492	0.0705389	0.0271205	0.0222487	0.0171502	0.0313681	0.0219836	0.020049	0.0275933	0.128443	0.0727357	0.00651955	0.0630497	0.0115381	0.0225898	0.0296013	0.000877751	0.104694	0.0328947	0.0284957	0.0121068	0.0892257	0.0115248	0.162155	0.17268	0.599299	0.146526	0.081495	1.151028	0.142297	0.384584	0.615416	0.857703	0.679853	0.828454	0.942977	1.06047	1.20707	1.47091	0.2790171	0.010183	0.057406	0.00409237	0.00366433	0.00344049	0.00540887	0.0288608	0.0542807	0.0275051	0.0375724	0.0154974	0.0179812	0.0510428	0.0196247	0.0160994	0.0124101	0.0226984	0.0159076	0.0145077	0.0199669	0.0929429	0.0526325	0.00471763	0.0456235	0.00834913	0.0163462	0.0214199	0.000635152	0.0757578	0.023803	0.0206199	0.00876061	0.0645648	0.00833949	0.117337	1.381955	1.328063	0.160045	0.393495	0.606505	0.839955
1836	-56.75312	-97.38781	40.63469	0.00967663	0.0144505	0.0108411	0.00387717	0.0223769	0.00818124	0.00913164	0.00649553	0.00676288	0.0142121	0.0110339	0.0179637	0.00814517	0.0101799	0.0188801	0.00736131	0.0116763	0.00646198	0.00191999	0.0110675	0.0339101	0.0140693	0.017101	0.0201552	0.0194375	0.0137795	0.00796535	0.000230082	0.0070976	0.0162101	0.0445107	0.00799804	0.0453379	0.029967	0.00862015	0.0248692	0.0653393	0.733949	0.175842	0.3831911	0.0293285	0.2831	0.7169	0.970672	0.442524	0.671928	0.88334	1.13207	1.48826	2.25976	0.5894892	0.0194667	0.0290704	0.0218093	0.00779982	0.0450161	0.0164584	0.0183704	0.0130672	0.0136051	0.0285908	0.0221973	0.0361381	0.0163859	0.0204792	0.0379817	0.014809	0.0234895	0.0129997	0.0038625	0.0222649	0.068218	0.0283037	0.0344026	0.0405468	0.039103	0.0277206	0.0160241	0.000462861	0.0142784	0.0326104	0.0895434	0.0160899	0.0912075	0.0602854	0.0173414	0.4970851	9.241484	0.355058	0.461845	0.538156	0.644941
1872	-64.36593	-103.0683	38.70242	0.0312593	0.00606143	0.00321949	0.000420193	0.00738062	0.00182123	0.00621477	0.00207379	0.00277375	0.00283796	0.0280052	0.00553147	0.0210019	0.00452109	0.00347018	0.0121775	0.0435091	0.00623387	0.0104758	0.0240668	0.015549	0.00501883	0.0245863	0.00248431	0.0163932	0.00620979	0.0146168	0.00119897	0.00881177	0.012558	0.00837032	0.0128412	0.0360095	0.0336235	0.00381894	0.122138	0.198847	0.322219	0.356795	3.259028	0.264653	0.434541	0.565459	0.735347	0.733283	0.859593	0.953895	1.04833	1.16334	1.36373	0.2243125	0.0735261	0.0142573	0.00757268	0.000988351	0.0173602	0.00428379	0.014618	0.00487782	0.00652422	0.00667526	0.065872	0.0130108	0.0493994	0.0106342	0.00816233	0.0286431	0.102339	0.0146629	0.0246404	0.0566084	0.0365733	0.011805	0.0578303	0.00584343	0.038559	0.0146063	0.0343807	0.00282014	0.0207265	0.0295381	0.0196881	0.0302041	0.0846991	0.0790871	0.00898267	0.4251458	9.142868	0.35431	0.461635	0.538364	0.64569
1908	-56.0027	-99.11186	43.10916	0.000951587	0.0465141	0.00999853	0.00602365	0.0145997	0.00300301	0.00796165	0.013294	0.00195945	0.0290982	0.00810746	0.0029143	0.00371027	0.0482931	0.00661992	0.00253905	0.0125362	0.000382772	0.000836209	0.00602893	0.00315156	0.00281773	0.0174496	0.0106438	0.0344089	0.00237291	0.013306	0.00479057	0.00267761	0.0421796	0.00126907	0.00327371	0.0263729	0.0277252	0.00636515	0.253916	0.238378	0.105796	0.40191	1.804474	0.197695	0.410093	0.589907	0.802305	0.225924	0.48409	0.797449	1.254	2.06573	4.42626	1.075605	0.00224337	0.109657	0.0235716	0.0142008	0.034419	0.00707963	0.0187697	0.0313406	0.00461942	0.0685993	0.0191134	0.0068705	0.00874699	0.113852	0.0156065	0.00598582	0.0295542	0.000902389	0.00197137	0.0142132	0.00742983	0.00664284	0.0411375	0.0250929	0.0811193	0.00559417	0.0313691	0.0112938	0.0063125	0.0994388	0.00299185	0.0077178	0.0621745	0.0653625	0.0150059	0.4241765	0.7093589	0.0848155	0.347715	0.652285	0.915184
1944	-56.19781	-99.83651	43.6387	0.000175809	0.0118236	0.00778165	0.00780212	0.00126171	0.000183954	0.00640835	0.00142724	0.0113347	0.0046026	0.00041559	0.00401299	0.0019963	0.00247427	0.0205667	0.00203036	0.00715559	0.00991071	0.00671387	0.00379597	0.00325747	0.0141892	0.0069735	0.00158781	0.00890509	0.0201247	0.00116495	0.00347661	0.00406358	0.00490154	0.0111419	0.00146291	0.0011145	0.00583336	0.00255022	0.0965668	0.587342	0.0541234	0.261968	2.277713	0.225218	0.420766	0.579235	0.774782	0.990759	0.995482	0.998588	1.00141	1.00454	1.00933	0.006713133	0.000867674	0.0583532	0.0384049	0.0385059	0.00622691	0.000907872	0.0316272	0.00704386	0.0559404	0.0227153	0.00205107	0.0198053	0.00985233	0.0122113	0.101503	0.0100205	0.035315	0.0489124	0.033135	0.0187343	0.0160766	0.0700283	0.0344164	0.00783632	0.0439494	0.0993217	0.00574941	0.0171582	0.020055	0.0241906	0.0549888	0.00721991	0.00550041	0.0287894	0.0125861	0.2026215	0.6067667	0.0682319	0.333283	0.666717	0.931768
1980	-53.1654	-98.58229	45.41689	0.00296216	0.00351448	0.00247745	0.051657	0.00590444	0.0200386	0.0351004	0.00686663	0.023037	0.0102243	0.00291128	0.00686052	0.0339755	0.0159563	0.0215511	0.00530569	0.0122191	0.00426384	0.00680483	0.00717458	0.000358516	0.0221672	0.0181268	0.0110071	0.096082	0.0788363	0.00444025	0.0120469	0.00784615	0.0285577	0.0108981	0.0186042	0.000374736	0.00970412	0.00830575	0.387753	0.263425	0.177626	0.171197	0.8419642	0.104374	0.362061	0.63794	0.895626	0.977762	0.989092	0.996584	1.00343	1.01103	1.02274	0.01626102	0.00488676	0.00579793	0.00408712	0.0852199	0.00974072	0.0330583	0.057906	0.0113281	0.0380047	0.0168673	0.00480281	0.011318	0.0560502	0.0263236	0.0355533	0.00875295	0.0201581	0.00703417	0.0112261	0.0118361	0.000591454	0.0365698	0.0299043	0.0181587	0.158509	0.130058	0.00732521	0.0198741	0.012944	0.0471124	0.0179789	0.0306919	0.000618211	0.0160092	0.0137022	0.6061609	0.3013811	0.0160667	0.25285	0.74715	0.983933
2016	-60.921	-101.6807	40.75971	0.0185141	0.0335744	0.0121043	0.0950268	0.0181929	0.0421953	0.0182864	0.0114936	0.0221724	0.0175786	0.0190819	0.0150645	0.0892482	0.0272094	0.00316734	0.00188565	0.0309184	0.0298814	0.0206111	0.0366544	0.00187268	0.0300183	0.0243236	0.0356748	0.0645088	0.107529	0.01663	0.0918308	0.0303436	0.0498299	0.0391699	0.017144	0.00227708	0.0292467	0.0106207	0.16142	0.303583	0.19668	0.338317	7.647566	0.341324	0.457966	0.542034	0.658676	0.508986	0.719382	0.902348	1.10822	1.39008	1.96469	0.4883131	0.0166212	0.0301419	0.0108667	0.0853114	0.0163329	0.0378813	0.0164169	0.0103185	0.0199056	0.0157814	0.017131	0.0135243	0.0801236	0.0244275	0.00284352	0.00169287	0.0277573	0.0268264	0.0185039	0.0329069	0.00168122	0.0269493	0.0218368	0.0320275	0.0579135	0.0965355	0.0149298	0.0824423	0.0272413	0.0447354	0.0351653	0.0153912	0.00204428	0.0262566	0.0095349	1.113881	0.4197106	0.0356743	0.293921	0.706079	0.964326
2052	-54.70466	-98.50218	43.79751	0.009028	0.024249	0.00574884	0.0302375	0.0157333	0.00497484	0.00514865	0.00427854	0.00308249	0.00458975	0.00718742	0.00235881	0.0551548	0.0234051	0.008758	0.00251316	0.00462174	0.00700962	0.0167765	0.0023671	0.00394211	0.00124492	0.0090955	0.000180442	0.00734514	0.0697778	0.0161644	0.0106409	0.0174935	0.00340197	0.0232185	0.00432799	0.0248218	0.0130255	0.0016183	0.0856701	0.264837	0.208476	0.441016	0.175964	0.00229831	0.181654	0.818346	0.997702	0.853461	0.925631	0.976179	1.0244	1.08034	1.1717	0.1145742	0.0203553	0.0546737	0.0129618	0.0681758	0.0354736	0.0112167	0.0116086	0.00964674	0.00695003	0.0103484	0.0162053	0.00531836	0.124356	0.0527709	0.0197465	0.00566637	0.0104206	0.0158045	0.0378256	0.00533706	0.0088882	0.00280689	0.0205074	0.000406838	0.0165609	0.157327	0.0364456	0.0239918	0.0394423	0.00767036	0.0523502	0.00975824	0.0559652	0.0293683	0.00364874	0.4435218	2.680554	0.243629	0.427389	0.572612	0.756371
2088	-56.71838	-101.5428	44.82447	0.0100169	0.0114446	0.0087308	0.000555525	0.0229205	0.00359271	0.0150211	0.010313	0.00146046	0.0349737	0.0207065	0.00017975	0.00748673	0.0226734	0.0123927	0.0141348	0.00388789	0.00534507	0.00148678	0.0120162	0.0145262	0.00299089	0.00958057	0.000683531	0.00277469	0.0528002	0.0315783	0.0468417	0.0344699	0.0240275	0.0202795	0.0108643	0.0124436	0.0054108	0.00554471	0.429819	0.0427616	0.0210811	0.506338	0.5689188	0.0618224	0.326943	0.673057	0.938178	0.390147	0.631889	0.86657	1.15397	1.58256	2.56314	0.6805757	0.0202707	0.02316	0.0176681	0.00112419	0.0463831	0.00727041	0.0303975	0.02087	0.00295547	0.0707748	0.0419028	0.000363752	0.0151505	0.0458831	0.0250785	0.028604	0.00786774	0.0108166	0.00300873	0.0243167	0.0293959	0.00605253	0.0193878	0.00138323	0.00561501	0.106849	0.0639036	0.0947915	0.0697551	0.0486233	0.0410387	0.0219856	0.0251815	0.0109496	0.0112206	0.4941554	0.5745178	0.0627794	0.327921	0.672078	0.937221
2124	-54.34154	-95.85463	41.5131	0.00338173	0.0110748	0.0175054	0.00956032	0.0226057	0.0022111	0.00633794	0.0001875	0.00287319	0.0144059	0.00018214	0.000345322	0.00845965	0.0089905	0.00330582	0.0026035	0.00486028	0.00129791	0.011516	0.00448804	0.00357133	0.00128097	0.00609581	0.00159598	0.00331928	0.0110606	0.00836461	0.0102012	0.00154603	0.000953247	0.000899757	0.00148758	0.00260218	0.00754241	0.00644683	0.10099	0.558345	0.0660759	0.274589	2.496653	0.235688	0.424576	0.575424	0.764313	0.259048	0.517492	0.814223	1.22817	1.9324	3.86029	0.9766801	0.0166456	0.0545128	0.0861653	0.0470579	0.11127	0.0108835	0.0311967	0.000922917	0.0141425	0.0709089	0.000896534	0.00169975	0.0416402	0.0442532	0.0162719	0.012815	0.0239233	0.00638859	0.0566843	0.0220911	0.0175788	0.00630521	0.0300049	0.00785575	0.0163382	0.0544425	0.0411724	0.0502126	0.00760991	0.00469209	0.0044288	0.00732216	0.0128085	0.0371253	0.0317327	0.2031606	1.658288	0.187436	0.40583	0.59417	0.812565
2160	-59.78713	-103.8307	44.0436	0.038206	0.0218236	0.00723468	0.0178198	0.0129801	0.00629593	0.0543308	0.000268751	0.0053444	0.0451206	0.0029626	0.0245363	0.0210763	0.0301232	0.0321052	0.033451	0.0290521	0.0128371	0.00690769	0.0214448	0.0303827	0.0039006	0.0460397	0.015667	0.0116226	0.208628	0.0266789	0.0228227	0.00772363	0.0103611	0.0136109	0.0148405	0.00098539	0.0703303	0.0160216	0.409683	0.270618	0.236209	0.0834905	0.3497405	0.0236904	0.271859	0.728141	0.97631	0.672849	0.82428	0.941493	1.06214	1.21318	1.48622	0.2865052	0.0413692	0.0236305	0.00783367	0.0192952	0.0140548	0.0068172	0.0588291	0.000291002	0.00578689	0.0488563	0.00320789	0.0265678	0.0228213	0.0326173	0.0347633	0.0362206	0.0314575	0.0138999	0.00747961	0.0232203	0.0328982	0.00422355	0.0498515	0.0169641	0.0125848	0.225901	0.0288877	0.0247123	0.00836311	0.011219	0.0147378	0.0160692	0.00106697	0.0761533	0.0173481	0.9235363	1.784375	0.196342	0.40954	0.590459	0.803659
2196	-62.98737	-107.1173	44.12993	0.00526899	0.0483658	0.0211841	0.0531594	0.00156628	0.00370973	0.00323517	0.0263128	0.00780916	0.000201996	0.00538775	0.0174895	0.00916758	0.0294127	0.0235154	0.00711463	0.00119027	0.0422847	0.0097926	0.101848	0.0070818	0.0440691	0.00863047	0.0117701	0.00264863	0.0360739	0.00556117	0.00130785	0.0148961	0.00685144	0.026451	0.0144342	0.0219291	0.0654016	0.0207296	0.245344	0.452416	0.170764	0.131476	1.225328	0.15005	0.388579	0.61142	0.84995	0.323151	0.576416	0.842081	1.18753	1.73486	3.09453	0.8168041	0.00746472	0.0685211	0.0300121	0.0753123	0.002219	0.00525567	0.00458335	0.0372781	0.0110634	0.000286173	0.00763296	0.0247778	0.012988	0.0416697	0.0333149	0.0100795	0.00168628	0.0599058	0.0138734	0.144291	0.010033	0.0624338	0.012227	0.016675	0.00375238	0.0511068	0.00787865	0.00185287	0.0211036	0.00970662	0.0374738	0.0204493	0.0310676	0.0926561	0.0293682	0.7058528	0.3924391	0.0309212	0.285973	0.714027	0.969079
2232	-57.59549	-100.903	43.30748	0.0259029	0.0150001	0.0191759	0.00704645	0.0199161	0.000122495	0.00176881	0.00816173	0.0331945	0.0337684	0.0043622	2.27998e-05	0.0568922	0.0225713	0.00277916	0.00399707	0.00790875	0.025763	0.0244776	0.073243	0.0163555	0.0216652	0.022264	0.0151066	0.0219172	0.0410406	0.00268181	0.0280759	0.016684	0.0100955	0.0415694	0.0617395	0.00905119	0.0163602	0.00559103	0.402478	0.242133	0.353869	0.00151924	1.11984	0.1389	0.382779	0.617221	0.861099	0.783215	0.887658	0.963504	1.03788	1.12656	1.27679	0.17668	0.0361635	0.0209419	0.0267719	0.00983767	0.0278052	0.000171017	0.00246947	0.0113947	0.0463434	0.0471447	0.00609015	3.18312e-05	0.0794282	0.0315122	0.00388004	0.00558039	0.0110415	0.0359682	0.0341737	0.102256	0.0228341	0.0302472	0.0310832	0.0210906	0.030599	0.0572975	0.00374413	0.0391973	0.0232928	0.0140945	0.0580357	0.0861957	0.0126365	0.0228407	0.00780574	0.716272	2.095838	0.215529	0.417124	0.582876	0.78447
2268	-54.73849	-94.67874	39.94026	0.0010586	0.00157686	0.00588074	0.0121708	0.00458675	4.41436e-05	0.00281815	0.00740617	0.00104652	0.00332061	0.00801339	8.77015e-07	0.0116736	0.0131385	0.00112415	0.000143302	0.000923186	0.00409345	0.00397439	0.00269338	0.0254897	0.00519478	0.0107957	0.00153683	0.00403909	0.00337877	0.00907604	0.0132117	0.00833351	0.000401429	0.0369605	0.00593106	0.0103176	0.00571469	0.00277771	0.212379	0.289028	0.46602	0.0325723	0.7523041	0.0913843	0.352806	0.647194	0.908616	0.101563	0.32778	0.706107	1.41622	3.05083	9.8461	1.653713	0.00462582	0.00689048	0.0256973	0.053183	0.0200429	0.000192896	0.0123146	0.032363	0.004573	0.0145102	0.0350164	3.83233e-06	0.0510106	0.0574117	0.00491224	0.000626193	0.00403408	0.0178873	0.017367	0.0117694	0.111383	0.0226998	0.0471745	0.00671556	0.0176498	0.0147643	0.03966	0.0577318	0.0364153	0.00175414	0.161508	0.0259172	0.0450852	0.0249717	0.0121379	0.2288466	6.213086	0.324928	0.453231	0.546769	0.675072
2304	-51.4721	-95.19931	43.72722	0.00572506	0.00896357	0.000654872	0.0289393	0.0293018	0.000821054	0.016282	0.00509543	0.0116521	0.00140265	0.0141618	4.81122e-07	0.00129731	0.0376972	0.0045241	0.000235146	0.00695444	0.0156698	0.00355727	0.0206914	0.0461059	0.00758941	0.0110938	0.0138811	0.0016893	0.0185695	0.00377409	0.00224821	0.0198497	0.0135117	0.0598914	0.003947	0.00356733	0.0231475	0.0123786	0.495449	0.0851218	0.270211	0.149218	1.914599	0.204811	0.412952	0.587047	0.79519	0.776074	0.883702	0.962162	1.03933	1.1316	1.28854	0.1833029	0.0125861	0.0197057	0.00143969	0.0636209	0.0644178	0.00180503	0.0357948	0.0112019	0.0256162	0.00308362	0.0311337	1.05771e-06	0.00285204	0.0828746	0.0099459	0.000516951	0.0152888	0.0344488	0.0078204	0.0454884	0.10136	0.0166847	0.0243889	0.0305165	0.00371379	0.0408236	0.00829706	0.00494253	0.043638	0.0297044	0.131667	0.00867719	0.00784252	0.0508879	0.0272135	0.4548712	0.8976024	0.111955	0.367038	0.632962	0.888045
2340	-54.71674	-97.80145	43.0847	0.017387	0.0199413	0.00971665	0.0164452	0.0324793	0.00256883	0.0206062	0.00434894	0.0261326	0.0205315	0.012562	8.86229e-06	0.00336137	0.0563115	0.0122729	0.0128771	0.0070033	0.0310914	0.0218664	0.0324135	0.0620492	0.0634941	0.00213755	0.0510282	0.00721752	0.0182293	0.0190344	0.00385576	0.0159946	0.013797	0.0522808	0.0106179	0.0077669	0.0240774	0.00775942	0.209225	0.3107	0.464516	0.0155581	2.661603	0.242843	0.427113	0.572887	0.757157	0.714244	0.848634	0.950084	1.05254	1.17836	1.40008	0.2433347	0.0241733	0.0277245	0.0135091	0.0228639	0.0451562	0.00357146	0.0286489	0.00604636	0.0363323	0.0285451	0.0174651	1.23213e-05	0.00467333	0.0782903	0.017063	0.0179031	0.00973673	0.0432265	0.030401	0.0450647	0.0862674	0.0882763	0.00297185	0.0709448	0.0100346	0.0253444	0.0264637	0.00536068	0.0222373	0.019182	0.0726863	0.0147621	0.0107984	0.0334749	0.010788	0.7192659	0.8860788	0.110414	0.366049	0.633951	0.889586
2376	-54.71999	-98.19641	43.47641	0.00209098	0.00166541	0.00304937	0.012515	0.00116951	0.00248224	0.000890943	0.000577436	0.00122886	0.00479752	0.000878717	0.000893541	0.00371889	0.00496058	9.1221e-05	0.00170546	0.00317226	0.00343662	0.000622319	0.00181939	0.0082912	0.00415669	0.000826319	0.00235658	0.00239214	0.00237874	0.00131489	0.00324158	0.00928588	0.0168052	0.00527152	0.00498264	0.00149584	0.00988563	0.00533059	0.718717	0.0442583	0.103689	0.133336	1.601834	0.183197	0.404017	0.595984	0.816803	0.49073	0.706681	0.897347	1.1144	1.41507	2.03778	0.5147242	0.0161115	0.0128324	0.0234961	0.096431	0.00901137	0.0191263	0.00686493	0.00444929	0.00946866	0.0369661	0.00677073	0.00688495	0.028655	0.0382225	0.00070288	0.013141	0.024443	0.02648	0.00479512	0.0140188	0.0638857	0.0320283	0.00636699	0.0181581	0.0184321	0.0183288	0.0101316	0.0249772	0.07155	0.129489	0.0406183	0.0383924	0.0115258	0.0761712	0.0410735	0.1297817	0.4812069	0.0465285	0.309385	0.690615	0.953471
2412	-56.65126	-99.80462	43.15335	0.0156761	0.016173	0.0304779	0.00409983	0.00602952	0.0244794	0.00205155	0.00589593	0.00979464	0.0424544	0.0166439	0.0257417	0.0132896	0.0863671	0.0421609	0.00740837	0.0102674	0.00346738	0.0223269	0.0188557	0.0344243	0.00701679	0.00797099	0.027309	0.0169147	0.0259429	0.016049	0.0123309	0.13254	0.0388113	0.0276475	0.0224273	0.00346987	0.00450711	0.0226268	0.0298016	0.538794	0.298916	0.132488	1.180132	0.145389	0.386198	0.613802	0.85461	0.766957	0.878623	0.960434	1.0412	1.13814	1.30385	0.1918475	0.0195062	0.0201245	0.0379243	0.00510151	0.00750267	0.0304602	0.00255279	0.00733644	0.0121877	0.052827	0.0207104	0.032031	0.0165366	0.107468	0.0524617	0.00921841	0.0127759	0.00431454	0.0277819	0.0234626	0.042835	0.00873115	0.00991848	0.0339812	0.0210473	0.0322814	0.0199702	0.0153437	0.164923	0.0482938	0.0344024	0.0279068	0.00431764	0.00560831	0.0281551	0.80365	2.12538	0.217171	0.41775	0.582251	0.782828
2448	-56.73735	-99.15052	42.41317	0.00607425	0.00813679	0.0027405	0.000353646	0.0115714	0.00179445	0.00229858	0.000660082	0.0459956	0.00615751	0.0339933	0.0512861	0.0081489	0.0346754	0.00479087	0.00308091	0.00429133	0.000617802	0.0185005	0.00505786	0.00754991	0.00471423	0.000280869	0.0199641	0.0438472	0.00899925	0.00266774	0.00416012	0.0583824	0.00312247	0.00927776	0.0456956	0.011591	0.0104293	0.00759134	0.015333	0.37731	0.380441	0.226916	0.1327526	0.000525914	0.147077	0.852923	0.999474	0.423726	0.657852	0.877525	1.13957	1.5201	2.36002	0.6208767	0.0124345	0.0166567	0.00561004	0.000723944	0.0236876	0.0036734	0.00470539	0.00135125	0.0941569	0.012605	0.0695872	0.104987	0.0166815	0.0709836	0.00980734	0.0063069	0.00878473	0.00126469	0.0378721	0.0103539	0.0154553	0.00965043	0.000574963	0.0408684	0.089759	0.0184223	0.00546111	0.00851613	0.119514	0.00639197	0.0189924	0.0935429	0.0237278	0.0213496	0.0155401	0.4884989	4.077684	0.287209	0.44181	0.558191	0.71279
2484	-52.08387	-96.11153	44.02767	0.00317519	0.00769184	0.00695028	0.00809575	0.020562	0.0053861	0.0072803	0.00461374	0.00013332	0.0103413	0.0136778	0.00435769	0.00788532	0.0242472	0.0115034	0.00334617	0.00350111	0.0144591	0.0152203	0.0187786	0.00277186	0.0110045	0.00344439	0.00786032	0.00544769	0.00253553	0.00105228	0.00998776	0.00590283	0.00850673	0.00323125	0.0047827	0.00195807	0.000255484	0.00136926	0.0476034	0.124662	0.435151	0.392583	1.242003	0.151728	0.389422	0.610578	0.848272	0.34567	0.595668	0.850757	1.17542	1.67879	2.89293	0.768094	0.0121507	0.0294349	0.0265971	0.0309806	0.0786859	0.0206114	0.02786	0.0176557	0.000510185	0.0395736	0.0523418	0.0166759	0.0301753	0.0927884	0.0440208	0.012805	0.0133979	0.0553315	0.0582446	0.0718615	0.0106072	0.0421118	0.0131809	0.0300796	0.020847	0.00970289	0.00402685	0.0382208	0.0225887	0.0325533	0.0123652	0.0183023	0.00749306	0.000977679	0.00523983	0.2613171	0.4281289	0.0371537	0.296228	0.703772	0.962846
2520	-62.60703	-103.3229	40.71591	0.00466627	0.00151873	0.00647703	0.00631907	0.00254113	0.00965751	0.00218315	0.000148016	0.000467846	0.0195968	0.00804467	0.000121462	0.000598533	0.00571932	0.00525202	0.00240649	0.00317507	0.0023688	0.00786723	0.00503606	0.00275797	0.00886735	0.0048766	0.0045214	0.00010843	0.00073602	0.000845989	0.014625	0.00666417	0.0138087	0.0040119	0.00609907	0.000573143	0.0015659	0.0104736	0.41068	0.0185436	0.394729	0.176048	1.54619	0.178854	0.402125	0.597875	0.821145	0.260162	0.518577	0.814755	1.22736	1.92835	3.84376	0.9735762	0.0267101	0.0086933	0.037075	0.0361708	0.0145456	0.0552803	0.0124965	0.000847254	0.00267799	0.112174	0.0460483	0.000695257	0.00342605	0.0327378	0.030063	0.0137749	0.0181744	0.0135592	0.0450326	0.0288268	0.0157868	0.0507574	0.027914	0.0258808	0.000620663	0.00421304	0.00484251	0.0837149	0.0381462	0.0790424	0.0229644	0.0349116	0.00328072	0.00896333	0.0599519	0.1747006	3.873318	0.282185	0.440223	0.559777	0.717815
