Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
360	-52.8406	-95.69367	42.85306	3.29716e-06	0.00251124	0.0021029	0.00148895	0.00107572	0.00179541	0.000578661	0.00573167	0.000885478	0.00445398	0.00420053	0.00239708	0.000476337	0.00456127	0.00314833	0.000520335	0.00230145	0.00109667	9.07036e-05	0.00461269	0.00196271	0.001185	0.000786977	0.000941879	0.00175335	0.000266201	0.00588244	0.00128083	0.00176478	0.00267052	0.000155925	6.75363e-05	0.0037029	0.00464489	0.00564947	0.0998075	0.174629	0.25378	0.471784	0.5417384	0.0571382	0.32197	0.67803	0.942862	0.155101	0.402959	0.753093	1.32786	2.48164	6.44739	1.347566	4.29608e-05	0.0327205	0.0274001	0.0194005	0.0140162	0.0233935	0.00753974	0.0746816	0.0115375	0.0580338	0.0547313	0.0312331	0.0062065	0.0594317	0.0410216	0.00677978	0.0299871	0.0142892	0.00118183	0.0601017	0.0255734	0.0154401	0.010254	0.0122723	0.0228455	0.0034685	0.076646	0.0166887	0.0229945	0.0347959	0.00203164	0.000879973	0.0482474	0.0605212	0.0736105	0.0767481	0.8644671	0.107484	0.364136	0.635864	0.892516
396	-61.47995	-104.2768	42.79686	0.0301553	0.0770896	0.0279104	0.0534409	0.0609483	0.0201607	0.0165629	0.0236625	0.0432178	0.00186332	0.0395979	0.0024765	0.00237767	0.0941522	0.0225314	0.00514215	0.0484126	0.0612938	0.013149	0.0131512	0.0404628	0.0584698	0.0885605	0.0445462	0.0258033	0.0703596	0.00667808	0.00596589	0.00314971	0.00598919	0.00155889	0.061301	0.00754912	0.0192182	0.0017562	0.289578	0.147143	0.396686	0.166592	1.992363	0.209552	0.414817	0.585182	0.790448	0.537228	0.73858	0.909793	1.09915	1.35395	1.86141	0.4492668	0.0274472	0.0701666	0.025404	0.0486417	0.0554749	0.0183502	0.0150755	0.0215375	0.0393367	0.00169599	0.0360418	0.0022541	0.00216415	0.0856969	0.020508	0.00468036	0.0440649	0.0557893	0.0119682	0.0119701	0.0368291	0.053219	0.0806074	0.0405457	0.0234861	0.064041	0.00607836	0.00543013	0.00286686	0.00545133	0.00141889	0.0557959	0.00687118	0.0174924	0.00159849	1.098665	1.097032	0.136361	0.381406	0.618594	0.863639
432	-55.62099	-96.57032	40.94933	0.00734287	0.0283423	0.00512487	0.00626213	0.0197039	0.0039579	0.000681175	0.0165456	0.00450592	0.0238818	0.00483213	0.00175642	0.0110552	0.0205315	0.00478933	0.0158577	0.00426296	0.0193637	0.00668452	0.00540174	0.00497551	0.000887359	0.0379507	0.0315361	0.0183061	0.031372	0.015487	0.0146225	0.00167969	0.00499213	0.0505232	0.0132812	0.0103383	0.0219111	0.00738217	0.223929	0.0164628	0.136188	0.62342	1.995387	0.209732	0.414888	0.585113	0.790268	0.343906	0.594183	0.850095	1.17634	1.68298	2.90777	0.7717946	0.015422	0.0595266	0.0107636	0.0131522	0.0413836	0.00831267	0.00143065	0.0347503	0.00946365	0.0501583	0.0101488	0.00368895	0.0232189	0.0431217	0.0100589	0.0333056	0.00895337	0.0406691	0.0140393	0.0113451	0.0104499	0.0018637	0.0797069	0.0662343	0.0384477	0.0658897	0.0325269	0.0307113	0.00352781	0.0104848	0.106112	0.0278941	0.0217132	0.0460193	0.0155046	0.4761287	3.890891	0.282631	0.440364	0.559635	0.717369
468	-51.98626	-93.54579	41.55953	0.00671735	0.0182459	0.0431242	0.00839988	0.0192625	0.00752545	0.00159568	0.00627958	0.00786593	0.0434118	0.00579861	0.00109153	0.0511573	0.0251737	0.0169996	0.0180808	0.00275861	0.00670476	9.37763e-05	0.0881677	0.00178912	0.00928689	0.00830775	0.0208898	0.0324944	0.0278416	0.0284392	0.0164262	0.00583059	0.0114286	0.0952465	0.0137538	0.0200143	0.0440829	0.0150785	0.426049	0.152283	0.148555	0.273114	6.168788	0.324337	0.453059	0.546942	0.675662	0.962226	0.981396	0.994158	1.00588	1.01896	1.03926	0.02784226	0.00920986	0.0250161	0.0591257	0.0115167	0.02641	0.0103178	0.00218776	0.00860966	0.0107846	0.05952	0.00795022	0.00149655	0.0701395	0.0345145	0.0233074	0.0247897	0.0037822	0.0091926	0.000128573	0.120883	0.00245299	0.0127329	0.0113904	0.028641	0.0445516	0.0381725	0.0389918	0.0225212	0.00799407	0.0156693	0.130588	0.0188572	0.0274408	0.0604401	0.0206734	0.7293647	0.9267483	0.115785	0.36945	0.63055	0.884215
504	-54.89814	-95.56873	40.67058	0.00670377	0.0066516	0.0107994	0.0153725	0.0017259	0.00580071	0.00272221	0.00141032	0.000276663	0.00303969	0.00222566	0.00313524	0.00358282	0.0214071	0.00402149	0.00942733	0.00355047	0.00681163	0.00189452	0.00757405	0.000518513	0.00558608	0.00633914	0.00611114	0.00763208	0.0155972	0.00353089	0.00573323	0.00459668	0.00323389	0.0108083	0.00517259	0.00800907	0.0117425	0.0016055	0.148978	0.677131	0.145404	0.0284871	6.880654	0.333161	0.455624	0.544376	0.666839	0.588965	0.772453	0.92261	1.08388	1.29458	1.69789	0.3827838	0.0312749	0.0310315	0.0503821	0.0717169	0.00805177	0.0270619	0.0126999	0.00657953	0.00129071	0.014181	0.0103833	0.0146267	0.0167148	0.0998698	0.0187613	0.0439811	0.0165639	0.0317781	0.00883847	0.035335	0.002419	0.0260606	0.0295738	0.0285101	0.0356057	0.0727651	0.0164726	0.0267471	0.0214447	0.015087	0.0504238	0.0241315	0.0373645	0.0547818	0.00749008	0.2143499	1.007994	0.125971	0.375566	0.624434	0.874029
540	-50.93869	-96.09367	45.15498	0.00343451	0.0303318	0.0200716	0.0164337	0.0143636	0.0102662	0.00432512	0.0142271	0.0067526	0.0135488	0.00338322	0.016182	0.0324949	0.103982	0.00205826	0.00305689	0.00162133	0.0746572	0.00913492	0.021692	0.0010621	0.00287213	0.00080243	0.00678529	0.0126458	0.00951282	0.0676466	0.0280488	0.0134829	0.014243	0.0131061	0.000777707	0.0531872	0.0519114	0.00236197	0.357162	0.0231016	0.584776	0.0349604	0.2763911	0.012494	0.241491	0.758509	0.987506	0.681434	0.829393	0.943311	1.0601	1.2057	1.46749	0.2773373	0.00504731	0.0445752	0.029497	0.0241507	0.0211086	0.015087	0.00635614	0.0209079	0.00992352	0.0199112	0.00497193	0.0237808	0.047754	0.15281	0.0030248	0.00449236	0.00238268	0.109715	0.0134245	0.0318782	0.00156084	0.00422084	0.00117924	0.00997157	0.0185841	0.0139799	0.0994125	0.0412202	0.0198142	0.0209313	0.0192605	0.00114291	0.0781632	0.0762883	0.00347111	0.6804641	0.8193977	0.101196	0.359886	0.640114	0.898804
576	-55.10344	-93.51619	38.41275	0.000192465	0.0013186	0.000194117	6.3258e-06	0.000602729	4.99285e-05	0.000196732	0.000127613	0.000126178	0.00113804	0.000253875	0.000313139	0.000178058	0.00109427	0.000665001	0.000978489	1.7563e-06	0.000408936	0.000392081	0.000914965	2.80149e-05	0.000578057	0.000393384	0.000455883	0.00072751	0.000174015	0.000767069	4.66105e-05	0.000165994	0.000980271	8.56253e-05	0.000561686	0.000110966	0.000329347	0.000479256	0.0058556	0.227219	0.211174	0.555751	0.5908215	0.0655489	0.330689	0.669311	0.934451	0.0118599	0.115007	0.509288	1.96353	8.69513	84.3179	3.206517	0.0127994	0.0876904	0.0129093	0.000420683	0.0400831	0.00332038	0.0130832	0.00848658	0.00839116	0.0756828	0.0168834	0.0208246	0.0118414	0.0727717	0.0442244	0.0650722	0.000116799	0.0271953	0.0260744	0.0608477	0.00186307	0.0384424	0.0261611	0.0303174	0.0483814	0.0115725	0.0510121	0.00309972	0.011039	0.0651906	0.00569431	0.0373536	0.00737953	0.0219025	0.0318718	0.01503698	2.024936	0.211473	0.415564	0.584436	0.788527
612	-54.22137	-96.27313	42.05176	0.00337983	0.0147395	0.0317385	0.0106219	0.00849309	0.0317868	0.00932578	0.00394664	0.00490794	0.0529849	0.000820784	0.0128968	4.60417e-05	0.0227235	0.00231907	0.00624283	0.00131171	0.0128752	0.0025562	0.0548462	0.00140382	0.0397858	0.0045902	0.0240885	0.00749695	0.00266715	0.00873873	0.00573301	0.00363377	0.0399053	0.00435925	0.0229221	0.0133714	0.0222837	0.00591091	0.44525	0.0142181	0.0554828	0.485049	0.8402847	0.10414	0.361902	0.638098	0.89586	0.856382	0.927175	0.976686	1.02387	1.07854	1.1677	0.1121035	0.00682168	0.0297496	0.0640595	0.0214387	0.017142	0.064157	0.0188227	0.0079657	0.00990595	0.106942	0.00165663	0.0260303	9.29283e-05	0.045864	0.00468069	0.0126002	0.00264749	0.0259866	0.00515932	0.110699	0.00283341	0.0803017	0.00926464	0.0486191	0.0151315	0.00538324	0.0176378	0.0115712	0.00733423	0.0805428	0.0087985	0.0462648	0.0269881	0.0449764	0.0119303	0.4954539	5.150846	0.308888	0.448473	0.551526	0.691113
648	-54.71652	-97.33205	42.61553	0.0175768	0.00966904	0.0214674	0.00406044	0.0371994	0.00125892	0.00127009	0.0132604	0.00621235	0.00405095	0.00513247	0.0075903	0.000153672	0.0406235	0.0121426	0.0116694	0.0056377	0.00253818	0.00775186	0.0114572	0.010972	0.00899496	0.0227334	0.00311286	0.00963961	0.000379587	0.0116848	0.00226285	0.00668139	0.00249168	0.00091596	0.0305843	0.0043993	0.00557072	0.000396355	0.0461395	0.381403	0.540785	0.031672	0.941103	0.117636	0.370593	0.629407	0.882364	0.328622	0.581155	0.844235	1.1845	1.72071	3.04301	0.8046641	0.051463	0.0283099	0.0628542	0.0118885	0.108916	0.00368599	0.00371868	0.0388251	0.0181891	0.0118607	0.0150273	0.0222236	0.000449937	0.118941	0.0355523	0.0341668	0.0165066	0.00743153	0.0226966	0.0335455	0.0321248	0.0263363	0.0665611	0.00911411	0.0282238	0.00111139	0.0342118	0.0066254	0.0195624	0.00729537	0.00268183	0.0895475	0.0128807	0.0163105	0.00116048	0.3415425	2.452022	0.233648	0.423844	0.576157	0.766351
684	-56.41199	-100.6062	44.19418	0.00548594	0.0672811	0.00177059	0.0243417	0.0146111	0.0185791	0.00287463	0.00528779	0.00362777	0.0741563	0.00873678	0.0426298	0.000259145	0.0263718	0.0437596	0.0632655	0.0285053	0.0152099	0.00444352	0.0317965	0.00281687	0.0305381	0.0329115	0.0251636	0.0849034	0.00115569	0.0102816	0.00751417	0.00556243	0.0115222	0.0235102	0.0470499	0.0639954	0.0551319	0.0254364	0.0300611	0.334658	0.114472	0.520809	1.229608	0.150483	0.388798	0.611203	0.849517	0.844429	0.920841	0.9746	1.02606	1.08596	1.18423	0.1222669	0.00602528	0.0738957	0.00194466	0.0267348	0.0160476	0.0204056	0.00315725	0.00580765	0.00398443	0.0814468	0.00959572	0.0468209	0.000284622	0.0289645	0.0480618	0.0694853	0.0313077	0.0167053	0.00488037	0.0349225	0.0030938	0.0335404	0.0361471	0.0276375	0.0932505	0.00126931	0.0112924	0.00825291	0.00610929	0.012655	0.0258216	0.0516755	0.070287	0.0605521	0.0279372	0.9104873	0.8558991	0.106307	0.363356	0.636644	0.893693
720	-63.51237	-104.2306	40.71819	0.018325	0.00580187	0.00205726	0.00383182	0.0166049	0.000802606	0.00819444	0.00574217	0.00610577	0.00279361	0.00695841	0.00980206	0.00166739	0.0129583	0.0302317	0.020413	0.0053826	0.00394662	0.00183476	0.00947993	0.00156794	0.00321615	0.00252223	0.00353235	0.00568879	0.014563	0.0110183	0.0387282	0.00831282	0.00572532	0.00822943	0.00437846	0.00656834	0.00494718	0.0102752	0.171915	0.564392	0.0920313	0.171661	2.008675	0.210518	0.415194	0.584807	0.789481	0.552389	0.748673	0.913653	1.09451	1.3357	1.81032	0.4291433	0.0606369	0.0191983	0.00680744	0.0126794	0.0549452	0.00265581	0.0271152	0.0190007	0.0202039	0.00924398	0.0230252	0.0324348	0.00551736	0.0428788	0.100036	0.0675463	0.0178109	0.0130593	0.00607117	0.0313689	0.00518828	0.0106422	0.00834603	0.0116885	0.0188241	0.0481886	0.0364594	0.128151	0.027507	0.018945	0.027231	0.0144882	0.0217345	0.0163701	0.0340004	0.3022079	4.855097	0.303579	0.446868	0.553132	0.696421
