Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
1872	-52.7352	-96.08108	43.34588	0.00350502	0.0296215	0.00600399	0.0103436	0.0247485	0.0231595	0.000172442	0.0249862	0.012253	0.00125564	0.0016405	0.0255452	0.00234519	0.0139613	0.00743313	0.0236394	0.000265861	0.0147137	0.000524921	0.03671	0.0122784	0.0308251	0.00410591	0.0021142	0.00967456	0.0246292	0.025791	0.00677537	0.0361517	0.0176449	0.00562617	0.0130917	0.0126218	0.00813929	0.0138147	0.338934	0.502903	0.0135022	0.144661	1.03264	0.128925	0.377265	0.622735	0.871075	0.220716	0.478615	0.794624	1.25846	2.08936	4.53071	1.09247	0.0072103	0.0609354	0.012351	0.0212782	0.0509109	0.0476422	0.000354737	0.0514	0.025206	0.00258302	0.00337474	0.05255	0.00482437	0.0287203	0.015291	0.0486296	0.000546913	0.030268	0.00107983	0.0755175	0.0252584	0.0634114	0.00844641	0.00434919	0.0199019	0.0506656	0.0530556	0.0139379	0.0743691	0.036298	0.0115738	0.0269314	0.0259648	0.0167436	0.0284187	0.4861127	1.145114	0.14166	0.384248	0.615752	0.85834
1908	-58.36966	-98.78436	40.4147	0.020364	0.0158165	0.0263075	0.0263664	0.0390131	0.0224215	0.00158156	0.0130356	0.0316456	0.0174373	0.000244668	0.0261105	0.00677733	0.0171139	0.00112978	0.00452871	0.00803742	0.00237873	0.0124109	0.00840939	0.0103741	0.0467517	0.00446809	0.023206	0.0113738	0.00835651	0.0109375	0.00707408	0.00260239	0.0225094	0.038661	0.0118743	0.00176548	0.0593076	0.00255212	0.10059	0.0666725	0.645718	0.187019	3.409162	0.269322	0.436078	0.563922	0.730677	0.977631	0.989027	0.996564	1.00345	1.01109	1.02288	0.01635807	0.0361741	0.0280961	0.046732	0.0468365	0.0693019	0.039829	0.00280945	0.023156	0.0562144	0.0309751	0.000434623	0.0463821	0.0120391	0.0304007	0.00200692	0.00804468	0.0142775	0.00422551	0.0220463	0.0149382	0.0184283	0.0830486	0.00793699	0.0412225	0.0202041	0.0148443	0.0194292	0.0125662	0.00462283	0.0399852	0.0686764	0.0210932	0.00313615	0.105352	0.00453351	0.5629446	4.674417	0.300111	0.44581	0.554189	0.69989
1944	-54.66379	-96.84007	42.17628	0.00276795	0.0765194	0.000604072	0.0231031	0.0287697	0.00501494	0.00706287	0.00293388	0.00424482	0.0239763	0.0842533	0.0144197	0.00509713	0.0363361	0.00292235	0.00699413	0.0187497	0.0203418	0.00254427	0.0396309	0.00494377	0.0226497	0.0203024	0.0144352	0.0213055	0.00114254	0.0528578	0.00170906	0.0930279	0.0328788	0.00187383	0.01895	0.00159207	0.0411766	0.0136334	0.0155122	0.514997	0.357377	0.112114	1.604028	0.183365	0.404089	0.595911	0.816635	0.340902	0.591647	0.848961	1.17791	1.6902	2.93339	0.7781374	0.00369669	0.102194	0.000806758	0.030855	0.0384229	0.00669762	0.00943269	0.00391829	0.0056691	0.0320211	0.112523	0.019258	0.00680738	0.0485281	0.00390289	0.00934089	0.0250409	0.0271671	0.00339796	0.0529284	0.00660257	0.0302494	0.0271145	0.0192786	0.0284541	0.0015259	0.0705933	0.00228251	0.124242	0.0439107	0.00250256	0.0253083	0.00212626	0.0549926	0.0182078	0.7487648	2.197461	0.221064	0.419218	0.580782	0.778936
1980	-57.02665	-100.6417	43.61507	0.00306138	0.00930685	0.0127744	0.037992	0.049323	0.0495096	0.0152612	0.0117335	0.0222023	0.0252757	0.082317	0.000180517	0.00479419	0.151093	0.0290469	0.00963304	0.00389074	0.000540869	0.0647506	0.00457879	0.0241538	0.0348678	0.0105095	0.0400402	0.0104119	0.019292	0.0354323	0.0224018	0.00382941	0.0106545	0.0317779	0.00289408	0.0420767	0.00728767	0.0485534	0.140116	0.464371	0.341689	0.0538237	0.1666434	0.00177948	0.174699	0.825301	0.99822	0.964645	0.982598	0.994538	1.00549	1.01771	1.03665	0.02602697	0.00328669	0.00999181	0.0137145	0.0407881	0.052953	0.0531533	0.0163843	0.012597	0.0238363	0.0271359	0.0883752	0.000193803	0.00514702	0.162213	0.0311847	0.010342	0.00417708	0.000580675	0.069516	0.00491577	0.0259314	0.0374339	0.011283	0.042987	0.0111782	0.0207118	0.0380399	0.0240504	0.00411124	0.0114386	0.0341167	0.00310708	0.0451734	0.00782401	0.0521268	0.9314488	2.71503	0.24504	0.427882	0.572118	0.75496
2016	-52.48727	-97.57701	45.08975	0.00397957	0.01062	0.0363289	0.019684	0.0208877	0.00149244	0.00210238	0.00310771	0.011441	0.0233773	0.0236657	6.85418e-05	0.00569499	0.0440872	0.00298622	0.00359955	0.00494485	0.000248888	0.0068784	0.0113252	0.000277812	0.0289707	0.0173167	0.0227091	0.00546626	0.0234047	0.0121221	0.0142228	0.000256091	0.00248195	0.0187008	0.0043909	0.0414973	0.00677111	0.0183101	0.0516497	0.0304021	0.781416	0.136532	0.2760347	0.0124453	0.241321	0.758679	0.987555	0.303364	0.558924	0.834024	1.19901	1.78915	3.29637	0.8624918	0.00877682	0.023422	0.0801221	0.0434123	0.0460672	0.00329153	0.00463673	0.00685395	0.0252327	0.0515577	0.0521939	0.000151167	0.0125601	0.0972328	0.00658601	0.00793868	0.0109057	0.000548915	0.0151701	0.0249774	0.000612704	0.0638939	0.0381914	0.0500841	0.0120556	0.0516182	0.0267349	0.0313679	0.0005648	0.00547386	0.0412441	0.00968399	0.0915208	0.0149335	0.0403823	0.4534188	0.1855181	0.00291173	0.188507	0.811493	0.997088
2052	-55.63195	-97.88091	42.24896	0.00100145	0.0100296	0.00284833	0.0108197	0.0063099	0.00137875	0.00493939	0.00856692	0.00682585	0.0132297	0.00585072	0.000304993	0.00617537	0.0104441	0.00287445	0.000832592	0.0055326	0.00170663	0.00353471	0.000675209	0.00550327	0.00710138	0.00263251	0.00545667	0.00089203	0.00353511	0.000399239	0.00878872	0.00314713	0.00361016	0.0118765	0.000759487	0.00234162	0.00724844	0.028304	0.167453	0.171106	0.502045	0.159395	1.857612	0.20119	0.411507	0.588493	0.79881	0.196263	0.451976	0.780553	1.28114	2.2125	5.0952	1.177372	0.0051231	0.0513081	0.0145711	0.0553504	0.0322795	0.00705323	0.0252684	0.0438257	0.0349189	0.0676791	0.0299304	0.00156025	0.0315912	0.0534286	0.0147048	0.00425928	0.028303	0.00873056	0.0180824	0.00345416	0.028153	0.0363284	0.0134671	0.0279146	0.00456334	0.0180845	0.00204238	0.0449603	0.0160997	0.0184684	0.0607565	0.0038853	0.011979	0.0370807	0.144794	0.1954773	1.100116	0.136707	0.381594	0.618406	0.863293
2088	-51.68561	-94.70927	43.02365	0.0149495	0.0926614	0.00378459	0.00667926	0.00392415	0.00383264	0.0155493	0.000685533	0.0029311	0.00254846	0.0299591	0.00479216	0.0296232	0.0644102	0.032248	0.0172752	0.00872328	0.027022	0.00616123	0.000429116	0.00100517	0.0355239	0.00750612	0.00607126	0.0102192	0.0115994	0.00223158	0.00697711	0.0176691	0.0307007	0.005236	0.000509373	0.0235324	0.0418773	0.0449292	0.0933684	0.0829479	0.632553	0.191131	0.9966331	0.124589	0.37476	0.62524	0.875411	0.978615	0.989513	0.996716	1.00329	1.0106	1.02185	0.01563067	0.0243565	0.150969	0.00616607	0.0108822	0.00639345	0.00624434	0.0253339	0.00111691	0.00477551	0.00415209	0.0488111	0.00780765	0.0482637	0.104941	0.0525402	0.0281458	0.0142125	0.0440257	0.0100382	0.00069914	0.00163768	0.0578774	0.0122294	0.00989164	0.0166497	0.0188985	0.00363581	0.0113675	0.0287874	0.0500193	0.00853078	0.0008299	0.0383403	0.0682288	0.0732012	0.6137773	3.031991	0.257026	0.431992	0.568008	0.742973
2124	-47.61366	-92.61294	44.99929	0.0168338	0.012538	0.00455941	0.00185522	0.000273148	0.0128861	0.0279876	0.0098513	0.0676664	0.0118797	0.00562531	0.00821286	0.0245522	0.0731001	0.00146573	0.00267881	0.00778245	0.00493022	0.00528219	0.0112545	0.0554513	0.0425927	0.0141663	0.00714808	0.0199899	0.00563413	0.0485015	0.00342755	0.00475146	0.0124636	0.0131609	0.0190259	0.0416026	0.0502104	0.117668	0.1347	0.623523	0.0689225	0.172854	0.7429993	0.0899802	0.351743	0.648257	0.91002	0.976979	0.988706	0.996463	1.00355	1.01142	1.02356	0.01684042	0.0219473	0.0163466	0.0059444	0.00241877	0.000356121	0.0168004	0.0364892	0.0128438	0.0882211	0.0154883	0.00733409	0.0107076	0.0320103	0.0953054	0.00191098	0.00349254	0.0101465	0.00642786	0.00688674	0.0146733	0.0722955	0.0555309	0.0184696	0.00931942	0.0260622	0.00734559	0.0632346	0.00446872	0.00619479	0.0162496	0.0171587	0.0248053	0.0542401	0.0654626	0.153411	0.7670087	0.7632099	0.0930164	0.354025	0.645975	0.906983
2160	-49.41527	-93.3863	43.97103	0.00667153	0.0165316	0.00612787	0.00239817	0.00367463	0.00758026	0.0101535	0.0133508	0.00111813	0.00202697	0.00818452	0.0101156	0.00016622	0.050818	0.00199135	0.00646467	0.00799357	0.00260651	0.00111557	0.00112638	0.00817544	0.000278104	0.011579	0.0032598	0.00387957	0.006537	0.00972257	0.0125485	0.00851969	0.000596393	0.00699997	0.0288108	0.0280112	0.0452923	0.00527314	0.31023	0.29652	0.17204	0.22121	0.6027659	0.0675612	0.332642	0.667358	0.932439	0.272438	0.53037	0.820491	1.21878	1.88548	3.67056	0.9402384	0.0196395	0.0486653	0.0180391	0.00705968	0.0108173	0.0223146	0.0298897	0.0393018	0.00329153	0.00596695	0.0240934	0.0297782	0.000489315	0.149597	0.00586209	0.0190306	0.0235313	0.007673	0.00328399	0.0033158	0.0240667	0.000818678	0.034086	0.00959613	0.0114206	0.0192435	0.0286211	0.0369399	0.0250801	0.00175565	0.0206064	0.0848126	0.0824589	0.13333	0.015523	0.3396992	1.049918	0.13096	0.378416	0.621584	0.86904
2196	-61.15624	-105.2196	44.06335	0.00135405	0.000380793	0.00394007	0.00449443	0.0203674	0.000247857	0.0026003	0.0006879	0.00111432	0.000356414	0.0066706	0.0137965	6.95696e-05	0.0129373	0.00127769	0.000997725	0.00239889	0.00499388	0.0030846	0.00191235	0.00450372	0.00768517	0.00117714	0.00566172	0.000148277	0.00897601	0.000755727	0.00085556	0.00471706	0.00256099	0.00298116	0.00527377	0.00168846	0.00441939	0.00104916	0.0737939	0.319715	0.509701	0.0967904	0.7757434	0.0948742	0.355392	0.644608	0.905126	0.719121	0.851456	0.951069	1.05145	1.17446	1.39059	0.238414	0.00994631	0.00279715	0.0289421	0.0330142	0.149611	0.00182066	0.0191007	0.00505304	0.00818536	0.00261807	0.0489995	0.101344	0.00051103	0.0950322	0.00938541	0.00732889	0.0176213	0.036683	0.0226582	0.0140473	0.0330825	0.0564522	0.0086468	0.0415887	0.00108918	0.0659341	0.00555126	0.0062846	0.0346496	0.018812	0.0218984	0.038739	0.0124027	0.0324631	0.00770672	0.136136	0.9691065	0.121183	0.372743	0.627257	0.878816
2232	-55.74339	-99.47781	43.73442	0.00263698	0.0405885	0.0174713	0.00854366	0.0738568	0.0143512	0.00564767	0.0151495	0.0386986	0.0171623	0.0137765	0.00404392	0.00764422	0.0464614	0.00362936	0.0298525	0.00023848	0.00748512	0.00254838	0.0589086	0.00700319	0.001894	0.0390812	0.0200419	0.0296134	0.0206999	0.0922151	0.00269671	0.1138	0.0373905	0.00661424	0.0284732	0.00781488	0.0854317	0.0876082	0.061267	0.527547	0.144433	0.266753	0.7312562	0.0881931	0.350371	0.649629	0.911807	0.726775	0.855864	0.952602	1.04976	1.16841	1.37594	0.2307586	0.00266612	0.0410369	0.0176643	0.00863804	0.0746727	0.0145097	0.00571006	0.0153169	0.0391262	0.0173519	0.0139287	0.0040886	0.00772867	0.0469746	0.00366945	0.0301823	0.000241115	0.00756782	0.00257654	0.0595594	0.00708055	0.00191493	0.0395129	0.0202634	0.0299405	0.0209286	0.0932339	0.0027265	0.115057	0.0378035	0.00668731	0.0287877	0.00790121	0.0863755	0.0885761	0.9890732	1.696443	0.190209	0.407	0.593001	0.80979
2268	-59.80293	-98.87757	39.07464	0.00443905	0.0160862	0.0355887	0.00463859	0.0157454	0.00110673	0.0456684	0.00603002	0.0034042	0.0180199	0.0355094	0.00709414	0.022437	0.0519932	0.00314656	0.0250036	0.0104388	0.00380448	0.0820043	0.0111893	0.0450398	0.0598728	0.013798	0.0222265	0.000526578	0.0219983	0.00182978	0.0391346	0.0055025	0.00887145	0.0133221	0.00217605	0.0389846	0.051517	0.0264361	0.248485	0.413575	0.24543	0.0925103	3.169756	0.26174	0.433573	0.566427	0.73826	0.528539	0.73273	0.907538	1.10188	1.36476	1.89201	0.4610564	0.00588278	0.021318	0.0471633	0.00614722	0.0208663	0.00146668	0.0605212	0.00799119	0.00451136	0.0238805	0.0470583	0.00940139	0.0297343	0.0689031	0.00416993	0.0331357	0.0138338	0.00504182	0.108675	0.0148284	0.0596882	0.0793454	0.0182856	0.0294553	0.000697838	0.0291529	0.00242488	0.0518625	0.00729209	0.0117567	0.0176548	0.00288378	0.0516637	0.068272	0.0350341	0.7545842	7.077556	0.335376	0.456261	0.543739	0.664624
2304	-55.66298	-98.25114	42.58816	0.00706941	0.0221985	0.00596493	0.000480451	0.0294702	0.00793019	0.0450609	0.00286193	0.000448533	0.00372413	0.00263637	0.00191325	0.0054363	0.0267938	0.000765185	0.00379052	0.0280093	0.00636194	0.0104567	0.0145561	0.0291871	0.00883633	0.0193326	0.0653587	0.00874915	0.00602908	0.021571	0.00173689	0.0566139	0.0213388	0.00200889	0.00271224	0.0146286	0.0152726	0.0203024	0.0918151	0.127809	0.751024	0.0293524	1.99161	0.209507	0.4148	0.5852	0.790493	0.386051	0.628645	0.86518	1.15583	1.59072	2.59033	0.6882063	0.0136053	0.0427218	0.0114797	0.000924644	0.0567164	0.0152619	0.0867211	0.00550788	0.000863217	0.00716721	0.00507379	0.00368211	0.0104623	0.0515656	0.00147262	0.00729497	0.0539048	0.0122438	0.0201243	0.0280138	0.0561715	0.0170058	0.0372061	0.125785	0.016838	0.0116032	0.041514	0.00334271	0.108955	0.0410672	0.00386617	0.00521978	0.0281532	0.0293926	0.0390725	0.5196069	1.512029	0.176103	0.400908	0.599092	0.823897
2340	-52.30181	-92.54344	40.24163	0.00887	0.0468093	0.00694724	0.00780581	0.00114216	0.0166598	0.0114313	0.00558995	0.0103958	0.00293509	0.00459119	0.0161127	0.0358905	0.0952302	0.021986	0.0243944	0.00984518	0.00631753	0.00334707	0.0323855	0.048982	0.012212	0.0107701	0.00279153	0.0223834	0.000288446	0.00261017	0.0282778	0.0117301	0.0086655	0.0217302	0.0190076	0.00461095	0.000972356	0.0386218	0.273793	0.0548451	0.279774	0.391588	4.089555	0.28749	0.441899	0.558102	0.712509	0.64154	0.805346	0.934691	1.06987	1.2417	1.55875	0.3209588	0.0147259	0.0777123	0.0115337	0.0129591	0.0018962	0.0276584	0.0189782	0.00928038	0.017259	0.00487281	0.00762224	0.0267501	0.059585	0.1581	0.036501	0.0404994	0.0163449	0.0104883	0.00555678	0.0537661	0.0813195	0.0202742	0.0178805	0.00463447	0.0371606	0.000478876	0.00433338	0.0469464	0.0194742	0.0143864	0.0360763	0.0315562	0.00765506	0.0016143	0.0641196	0.6023409	3.656126	0.276438	0.438386	0.561615	0.723561
2376	-61.31076	-104.3596	43.04885	0.00378197	0.00390416	0.020708	0.00254414	0.0104048	0.00812796	0.00825542	0.0139633	0.00613783	0.00709931	0.00576734	0.0145116	0.0018245	0.0369149	0.00111987	0.00513229	0.00862286	0.00320948	0.0090566	0.00824886	0.0342436	0.0140689	0.0149751	0.0170445	0.0162973	0.00828047	0.00193555	0.0352925	0.0173576	0.00831895	0.0388397	0.00443274	0.00832892	0.00294468	0.0113798	0.274161	0.217174	0.125742	0.382923	1.714069	0.191467	0.407526	0.592474	0.808533	0.48824	0.704929	0.896653	1.11526	1.41858	2.04817	0.5184036	0.00915565	0.00945144	0.0501312	0.00615903	0.0251887	0.0196767	0.0199853	0.0338032	0.0148589	0.0171865	0.013962	0.0351306	0.00441688	0.0893659	0.00271105	0.0124246	0.0208748	0.00776971	0.0219248	0.0199694	0.0828992	0.0340589	0.0362527	0.0412625	0.0394535	0.0200459	0.00468571	0.0854383	0.0420205	0.020139	0.0940257	0.0107311	0.0201632	0.00712868	0.027549	0.4130755	1.408404	0.167328	0.396927	0.603074	0.832672
2412	-59.94114	-100.7065	40.76537	0.0040887	0.00101511	0.0226674	0.0086894	0.0121228	0.031417	0.000360261	0.00872568	0.00166608	0.000227522	0.00830297	0.00235331	0.0143789	0.0411492	0.00165004	0.012652	0.0370613	0.0109625	0.0028434	0.00676215	0.0203058	0.0131878	0.0218532	0.00644275	0.022172	0.00982431	0.00135671	0.0112283	0.0081817	0.00365104	0.00470534	0.00889899	0.00132799	0.0140044	0.0237101	0.157146	0.121663	0.0321887	0.689002	2.666135	0.243031	0.427179	0.572821	0.756969	0.402734	0.641751	0.870767	1.14841	1.55824	2.48303	0.6576155	0.0102231	0.00253812	0.0566762	0.0217264	0.030311	0.078553	0.000900773	0.0218171	0.00416575	0.000568883	0.0207602	0.00588407	0.0359522	0.102887	0.00412564	0.0316344	0.0926658	0.0274099	0.00710945	0.0169076	0.0507714	0.032974	0.0546404	0.016109	0.0554376	0.0245641	0.00339222	0.0280744	0.020457	0.00912882	0.0117649	0.0222505	0.00332041	0.0350156	0.0592832	0.3999462	3.531124	0.27292	0.437249	0.562751	0.72708
2448	-54.80132	-95.87048	41.06917	0.0199878	0.046663	0.0259247	0.0126267	0.00556121	0.00650026	0.000242031	0.00497069	0.00134742	0.0131652	0.00148781	0.0243416	0.0253812	0.0367217	0.0188982	0.00108328	0.0231997	0.0225174	0.0063221	0.00505231	0.0111271	0.00767985	0.0156849	0.0609804	0.0244886	0.0272027	0.0321386	0.00585943	0.0208619	0.0260851	0.00533573	0.00483453	0.0150579	0.000983708	0.013422	0.00911252	0.212853	0.577687	0.200348	3.557827	0.273685	0.437497	0.562503	0.726315	0.394234	0.635109	0.867945	1.15215	1.57453	2.53656	0.6730394	0.0348378	0.0813317	0.0451857	0.0220078	0.00969296	0.0113297	0.00042185	0.00866371	0.0023485	0.0229464	0.00259319	0.0424264	0.0442385	0.0640045	0.0329388	0.00188811	0.0404361	0.0392469	0.0110192	0.00880597	0.0193941	0.0133857	0.0273382	0.106286	0.0426826	0.0474133	0.0560163	0.0102127	0.0363614	0.0454653	0.00929995	0.00842638	0.0262453	0.00171456	0.023394	0.5737369	2.192907	0.220823	0.419128	0.580872	0.779178
2484	-47.34292	-92.23739	44.89447	0.00251815	0.0145778	0.000742845	0.00391597	0.0164295	6.97386e-05	0.00847263	0.000130698	0.00028597	0.00795383	0.00985895	0.00210976	0.0168739	0.0332561	0.00116505	0.00255674	0.0144538	0.000631472	0.00788302	0.00992281	2.89682e-05	0.00783766	0.00564367	0.0118726	0.0159944	0.00262371	0.00594444	0.00130531	0.028782	0.00702737	0.000454362	0.0116997	0.00819601	0.0118966	0.00632424	0.0242844	0.183421	0.325753	0.466542	0.08754578	2.58035e-05	0.104297	0.895703	0.999974	0.956351	0.978469	0.993232	1.00681	1.022	1.04564	0.03227089	0.00901141	0.0521681	0.00265834	0.0140137	0.0587943	0.000249566	0.0303201	0.000467715	0.00102337	0.0284635	0.0352811	0.00754996	0.0603846	0.11901	0.00416923	0.00914953	0.0517241	0.00225978	0.0282101	0.0355097	0.000103665	0.0280477	0.0201964	0.0424871	0.0572375	0.00938917	0.0212727	0.00467115	0.102999	0.0251481	0.00162598	0.0418686	0.0293302	0.0425731	0.0226318	0.2794397	0.8360091	0.103541	0.361496	0.638504	0.896458
2520	-55.73347	-97.7953	42.06183	0.0250359	0.00920816	0.000974404	0.00047024	0.00902635	0.000579362	0.012969	0.019472	0.0209819	0.00756965	0.0458021	0.00939912	0.0256208	0.0670421	0.0140584	0.0251001	0.0275815	0.000972846	0.00672518	0.0104359	0.0219945	0.0327966	0.00645589	0.0162927	0.0116216	0.00788209	0.0177285	0.016237	0.0158093	0.0580607	0.034331	0.0236662	0.0870393	0.00318576	0.00456499	0.184381	0.0727854	0.590118	0.152715	3.491166	0.27176	0.436873	0.563127	0.728241	0.772282	0.881593	0.961445	1.0401	1.13431	1.29486	0.1868453	0.0359354	0.013217	0.00139862	0.000674961	0.012956	0.000831591	0.0186152	0.0279493	0.0301165	0.0108651	0.0657423	0.0134911	0.036775	0.0962292	0.0201788	0.0360276	0.0395893	0.00139638	0.00965302	0.0149792	0.03157	0.0470748	0.00926651	0.0233859	0.0166812	0.0113136	0.0254467	0.0233058	0.022692	0.0833378	0.0492771	0.0339694	0.124932	0.0045727	0.00655239	0.6966912	1.525075	0.177162	0.401378	0.598622	0.822839
2556	-63.85783	-102.3447	38.48685	0.0180703	0.0336134	0.00265966	0.00551363	0.0198991	0.00683537	0.018359	0.00444531	0.000501129	0.0144932	0.00687422	0.0174457	0.0229372	0.0839671	0.00196224	0.0291091	0.0117326	0.0104965	0.00875523	0.0189635	0.0133136	0.00441911	0.00319516	0.0192709	0.0193633	0.00205162	0.00437148	0.0162576	0.000842423	0.0131907	0.0252757	0.00960377	0.0250982	0.0352054	0.00785405	0.624509	0.1757	0.00258499	0.197206	17.14878	0.392625	0.472124	0.527874	0.607376	0.649498	0.810203	0.936446	1.06787	1.23426	1.53965	0.3120445	0.0337167	0.0627178	0.00496255	0.0102876	0.0371289	0.0127538	0.0342553	0.00829432	0.000935035	0.0270423	0.0128263	0.0325511	0.0427976	0.156671	0.00366125	0.0543135	0.0218915	0.0195849	0.016336	0.0353832	0.0248413	0.00824544	0.00596171	0.0359567	0.0361292	0.00382802	0.00815657	0.0303343	0.00157184	0.024612	0.0471608	0.0179193	0.0468296	0.0656883	0.0146545	0.5359465	1.044473	0.130322	0.378057	0.621944	0.869678
2592	-56.51083	-100.6544	44.14362	0.00835838	0.0313034	0.000768697	0.00492879	0.00762129	0.00994872	0.0142625	0.00330888	0.00716616	0.000412986	0.00351497	0.0115487	0.0213712	0.00827517	0.00467491	0.00170307	0.00245376	0.0065077	0.00693061	0.00305779	0.0231663	0.0103973	0.0148102	0.0247672	0.0337562	0.0104557	0.00877013	0.0301249	0.00198301	0.00896589	0.00812506	0.0230627	0.00484207	0.0287887	0.0167673	0.225859	0.229923	0.2343	0.309919	1.121819	0.139119	0.382896	0.617104	0.860881	0.244142	0.50275	0.806914	1.23929	1.98906	4.09597	1.01953	0.0205416	0.0769313	0.00188915	0.012113	0.0187301	0.02445	0.0350516	0.00813193	0.0176116	0.00101496	0.00863841	0.0283822	0.0525219	0.0203371	0.0114891	0.00418548	0.00603036	0.0159933	0.0170327	0.00751483	0.0569336	0.0255524	0.0363976	0.0608681	0.0829594	0.025696	0.0215535	0.074035	0.00487345	0.0220346	0.0199682	0.0566791	0.0118999	0.0707513	0.0412073	0.4069005	0.2632961	0.0107531	0.235055	0.764945	0.989247
2628	-53.73813	-97.45662	43.71849	0.0114049	0.0186683	0.00313883	0.00292627	0.0149366	0.0405901	0.0227826	0.00831589	0.0146934	0.00210475	0.0140629	0.0670642	0.0647446	0.039361	0.000588588	0.00813543	0.0623157	0.00277891	0.0282909	0.0140498	0.0642246	0.0133958	0.0366959	0.00858498	0.00843131	0.0102904	0.0287662	0.0910492	0.0169074	0.00624993	0.0116081	0.00716065	0.0478136	0.0231188	0.0114338	0.587523	0.116161	0.192484	0.103831	1.261735	0.153684	0.390396	0.609604	0.846315	0.72686	0.855912	0.952619	1.04974	1.16834	1.37578	0.2306748	0.0137959	0.0225822	0.00379689	0.00353977	0.0180681	0.0490999	0.027559	0.0100593	0.0177739	0.00254602	0.0170112	0.0811243	0.0783184	0.0476131	0.000711986	0.00984104	0.0753802	0.00336151	0.0342221	0.0169953	0.0776894	0.0162042	0.0443893	0.0103848	0.0101989	0.0124478	0.034797	0.110138	0.020452	0.00756023	0.0140418	0.00866189	0.0578378	0.0279657	0.013831	0.8266845	1.27205	0.154695	0.390895	0.609105	0.845304
2664	-48.94286	-92.5365	43.59364	0.00496043	0.0068275	0.0245002	0.0094796	0.00460706	0.00252847	0.00162949	0.0136777	0.0113032	0.00982519	0.00658391	0.00245322	0.00910099	0.0483098	0.011109	0.00446061	0.0421971	0.00181428	0.00358894	0.0150731	0.00461464	0.0241652	0.0248921	0.00334351	0.00834363	0.00819502	0.0304323	0.0714355	0.00331577	0.00869216	0.015337	0.0117077	0.046436	0.000512164	0.00150493	0.240934	0.139887	0.138318	0.480862	1.539267	0.178302	0.401882	0.598118	0.821698	0.638786	0.803658	0.93408	1.07057	1.24431	1.56547	0.3240688	0.0099816	0.0137386	0.0493003	0.0190753	0.00927054	0.00508789	0.00327893	0.0275229	0.0227448	0.0197707	0.0132484	0.00493647	0.0183134	0.0972111	0.022354	0.00897583	0.084911	0.00365078	0.00722183	0.0303307	0.00928579	0.0486262	0.050089	0.00672797	0.0167894	0.0164904	0.0612373	0.143746	0.00667214	0.0174907	0.0308618	0.0235587	0.0934407	0.0010306	0.00302828	0.4969573	1.202762	0.147744	0.387409	0.612591	0.852256
