Iteration	Posterior	Likelihood	Prior	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	rate_log_sd	tree_length	two_beta
0	-53.13933	-96.38884	43.24951	0.415055	0.177688	0.383438	0.0238185	1.398047	0.01640521	0.871432	1.891303
6	-52.62679	-92.78939	40.1626	0.0448536	0.735043	0.156537	0.0635663	7.397546	0.4399186	1.030539	1.228485
12	-51.15337	-94.64857	43.4952	0.0416622	0.713806	0.0290054	0.215526	1.263712	0.1697097	0.6934568	1.702599
18	-57.57068	-99.08337	41.51268	0.131409	0.664987	0.174481	0.0291236	4.780376	0.07488777	1.465736	0.7275649
24	-55.9455	-101.5916	45.64606	0.0403231	0.190038	0.183504	0.586134	0.3541462	0.0183827	0.903595	0.1614082
30	-48.92721	-94.32121	45.39399	0.197173	0.440989	0.329141	0.0326963	0.6793005	0.2050568	0.4378707	0.1899894
36	-51.95912	-95.53455	43.57543	0.233039	0.160462	0.553499	0.0530001	2.192066	0.520966	0.3407765	0.4622518
42	-59.68089	-102.0844	42.40355	0.0311498	0.820634	0.13659	0.0116268	3.81223	0.821898	0.3191713	0.2787755
48	-62.89672	-106.3526	43.45587	0.32451	0.455145	0.0328479	0.187497	1.789832	1.075474	0.4831863	0.3862846
54	-58.42243	-100.9169	42.49448	0.200265	0.546596	0.222092	0.0310464	3.909745	0.5963605	0.4055646	0.4840383
60	-51.58564	-95.29519	43.70955	0.144557	0.524933	0.15759	0.17292	1.52203	0.5093872	0.6072315	0.891886
66	-54.45096	-98.00137	43.55041	0.202478	0.151925	0.187482	0.458114	1.783463	0.4227529	0.7836409	0.8263796
72	-50.16102	-92.58179	42.42077	0.0841889	0.497691	0.22764	0.19048	0.4393332	0.639629	0.3012046	3.8788
78	-55.57053	-98.13623	42.56569	0.441758	0.0914052	0.347886	0.118951	2.828477	0.7850074	0.1566929	0.361564
84	-63.39189	-107.0483	43.65642	0.332169	0.0877601	0.249394	0.330677	0.6014161	1.467192	0.2106447	0.6333694
90	-54.88105	-98.70868	43.82763	0.370937	0.255176	0.209735	0.164152	1.124964	1.051798	0.3535431	0.5749496
96	-62.76968	-101.0847	38.31505	0.0843199	0.726599	0.143443	0.0456381	2.728491	0.6740957	0.6576209	9.96618
102	-58.05193	-101.4209	43.36898	0.34782	0.393841	0.213188	0.0451506	1.457288	0.09281279	1.175902	1.234809
108	-53.13021	-96.85467	43.72445	0.542593	0.324346	0.095193	0.0378686	1.213994	0.3239033	1.163287	0.8773162
114	-61.87346	-106.0589	44.18546	0.246932	0.615746	0.116528	0.0207936	0.2012596	0.6744789	1.011725	1.10853
120	-56.21748	-100.8173	44.59984	0.0196301	0.725312	0.134283	0.120775	0.4323465	0.2742399	0.7794101	1.214727
126	-61.14637	-103.6811	42.53469	0.254497	0.24285	0.31926	0.183394	0.4323465	0.09830381	0.7424345	4.832999
132	-57.01691	-100.708	43.69113	0.0426344	0.676077	0.126998	0.15429	0.521774	0.3543583	0.6401388	2.225626
138	-61.90651	-102.1019	40.19534	0.333615	0.202927	0.209246	0.254213	1.19104	0.09671172	0.9917951	8.625714
144	-61.54575	-103.021	41.47526	0.306793	0.032746	0.376323	0.284139	4.581536	0.005329154	1.07454	1.411283
150	-53.38157	-97.38641	44.00484	0.189238	0.00343964	0.614539	0.192784	1.636475	0.02569452	0.6089339	0.9817071
156	-52.06512	-95.88538	43.82026	0.226102	0.00410968	0.539451	0.230338	0.7423833	0.05092141	0.4643713	2.188274
162	-54.50519	-97.10017	42.59499	0.239906	0.0736071	0.450225	0.236262	3.382752	0.2640319	0.7896769	0.8772965
168	-48.84482	-94.45503	45.61021	0.0872067	0.0212564	0.867349	0.0241876	0.2561569	0.03570258	0.3999981	0.6479783
174	-50.58379	-94.4657	43.88191	0.496809	0.260944	0.0834641	0.158783	0.9206236	0.08488354	0.9151723	1.541955
180	-54.83106	-95.48232	40.65127	0.478408	0.173537	0.119919	0.228135	1.420359	0.4381292	0.7191879	6.261817
186	-60.93724	-96.05875	35.12151	0.618791	0.163667	0.183344	0.0341979	19.21276	0.7042278	0.654094	5.187203
192	-55.4037	-97.87396	42.47026	0.290881	0.220614	0.436442	0.0520633	0.5377594	1.899879	0.1292095	1.114432
